Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9980737607214648
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.6156075070853207
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.9999998653107037
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999960929522
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999957320959
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9999995575817385
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9625506843291569
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.6711305133734846
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9992649109584664
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.7829054518334081
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9999663289626408
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.6546547685885603
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9988444535735428
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999894021026836
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9366831252992192
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.9869312505427045
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.6408898794317286
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9999991081181072
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.5636565240152491
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9998150936767989
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9975155248705309
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9443662470014298
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999850840341239
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.626238894328148
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9999572698045056
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9749018778837424
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.7015433666439524
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999497201168039
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.8590714602912547
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.914156281244897
