Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9996013306733177
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9921247127687435
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999856749
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.9689491135875551
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999953695664
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.761459415047403
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9997046392440975
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9995568284536213
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9941389523735764
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.7998661478239482
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999992847129681
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999553037068285
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9999999341384171
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9985660309639812
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.98993837384832
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998930664
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9770164474319614
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999981831
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9991488816597234
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9999848241061337
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999912778
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998080651
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9999999935259059
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999923728606545
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9998897836188055
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.8275575666562994
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.992722209852419
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9904411800419615
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999993066
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9995028127506747
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999997954101589
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.7226486237949827
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9947165938550144
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999995153680767
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9999982046120216
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.8870549319221284
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999826109613
Sequence583.csv_1: True Class: B, Predicted: A, Probability: 0.9999999597058183
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999978603122867
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999664455023
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.874729192497851
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999996620532065
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9829351525733204
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999833310239493
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.998102893696803
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.8720208474371589
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999813773574444
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999998893422911
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998563094
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.999999994212653
