Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9124291366655969
Sequence55.csv_1: True Class: C, Predicted: B, Probability: 0.596284295753517
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9189928723583606
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9851817181667111
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9431121736666007
Sequence553.csv_1: True Class: C, Predicted: A, Probability: 0.4025216344982304
Sequence554.csv_1: True Class: C, Predicted: A, Probability: 0.9984404306763341
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9660842294173544
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9413756296451898
Sequence557.csv_1: True Class: C, Predicted: C, Probability: 0.5000227778613684
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9996306956064377
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.598457598914049
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.7869578659257498
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9988464593394615
Sequence561.csv_1: True Class: B, Predicted: C, Probability: 0.41152695216310015
Sequence562.csv_1: True Class: B, Predicted: C, Probability: 0.6828252291754598
Sequence563.csv_1: True Class: C, Predicted: B, Probability: 0.9509093558454994
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9228528124047928
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9973703289985728
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9996235439632852
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9594639481193529
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9492440219722352
Sequence569.csv_1: True Class: C, Predicted: B, Probability: 0.9199293307285533
Sequence57.csv_1: True Class: C, Predicted: B, Probability: 0.8942498852293796
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.9947619168847094
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9130380462059701
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.6351653355533768
Sequence573.csv_1: True Class: B, Predicted: C, Probability: 0.8364259653182234
Sequence574.csv_1: True Class: C, Predicted: C, Probability: 0.6352633871710975
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9503501881749638
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9742861535316667
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9590014772744612
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.998644728708515
