Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999999
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999405
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9996229996703304
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.9999999899432866
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999984
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9988478130600955
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9943427688387826
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999904502167423
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998140721
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991595419
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9084840263359751
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999998605308965
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999147758
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9506735911224277
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999994944
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999683927887071
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.8173984090412412
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998622751
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9996282922587274
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999999786666613
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9973676854139271
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9999685267715085
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998922466
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.784042938115229
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999467053
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999137548707443
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9997376533474017
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999985083782293
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.999546731151052
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999897471
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9999999083610897
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999997242064611
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9999961976030178
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9219723398083279
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9996490049191379
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999913
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.9960257813288822
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999844965227909
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999967721199
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9999226546896727
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999936418
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9999996911494377
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999999992169964
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9999972124465092
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9999999957740645
Sequence600.csv_1: True Class: A, Predicted: B, Probability: 0.9999991392488247
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9999999995271056
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.999960034841339
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999961
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9965270093093442
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9999999035006165
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.8365633452513156
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999992
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9995886408466353
Sequence61.csv_1: True Class: B, Predicted: A, Probability: 0.9999999969005878
Sequence610.csv_1: True Class: B, Predicted: A, Probability: 0.9999769004579194
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9999622856865958
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9998489430818707
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9995294030944647
Sequence615.csv_1: True Class: A, Predicted: B, Probability: 0.9863598073765952
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 0.9999999870529561
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.9999999539959941
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999528395
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999863
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9601094973707552
Sequence620.csv_1: True Class: B, Predicted: A, Probability: 0.9999767627811487
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9999703707176095
Sequence622.csv_1: True Class: B, Predicted: B, Probability: 0.9999999933204097
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994492291
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9999998908417796
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999983
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999985707
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.9999999105359971
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999994622022698
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999999508849878
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995776
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999999953923664
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.9999999453992611
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999295
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999987
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.999999999880048
Sequence637.csv_1: True Class: B, Predicted: B, Probability: 0.9999998673268811
Sequence638.csv_1: True Class: B, Predicted: B, Probability: 0.9999698465694343
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999940835
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998803
Sequence640.csv_1: True Class: B, Predicted: B, Probability: 0.6094760557420489
Sequence641.csv_1: True Class: B, Predicted: B, Probability: 0.9994416212937592
Sequence642.csv_1: True Class: B, Predicted: B, Probability: 0.9999895995779876
Sequence643.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999980415
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.9999999983300888
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999993
Sequence646.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999668637
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998517303
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9475191072349953
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.999999999994166
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.99999994328149
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999879644
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999555
Sequence652.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence653.csv_1: True Class: A, Predicted: B, Probability: 0.9994042596616928
Sequence654.csv_1: True Class: B, Predicted: B, Probability: 0.9999999990307802
Sequence655.csv_1: True Class: A, Predicted: B, Probability: 0.7824346452631458
Sequence656.csv_1: True Class: B, Predicted: A, Probability: 0.9999975966349445
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 0.9999996117678577
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.9961028307889468
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999991
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.8528513338279495
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 0.999998993664926
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.9133238209018494
Sequence664.csv_1: True Class: B, Predicted: B, Probability: 0.9999999963226699
Sequence665.csv_1: True Class: B, Predicted: B, Probability: 0.9147692729297412
Sequence666.csv_1: True Class: B, Predicted: B, Probability: 0.999939011591534
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9999999726141424
Sequence668.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence669.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997342888
Sequence67.csv_1: True Class: A, Predicted: B, Probability: 0.9930386761064214
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence671.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999997251
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence673.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998493
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999899
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence677.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996706
Sequence678.csv_1: True Class: B, Predicted: B, Probability: 0.999999829324887
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995347
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9861073524865038
Sequence681.csv_1: True Class: B, Predicted: A, Probability: 0.999999999999999
Sequence682.csv_1: True Class: A, Predicted: B, Probability: 0.9979710064426444
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998096136
Sequence684.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999037615
