Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999649789
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999815116
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9999997302716642
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.7554156986906434
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999999913460961
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999813
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9981327717828319
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9994852615604163
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9737254916379605
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9972102691721448
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9993662038023883
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.999999998824603
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999999857168247
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999747240558691
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999867455377254
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999990501839482
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999868303
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9741157609445716
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999837388
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9995551628335267
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9999999987488344
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9031390617906379
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.99999999686413
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.904790556037846
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.7979553044336205
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999876340715108
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9999828715811547
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9999999991265125
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.9999995222271113
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9999994208623655
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.7231312170966095
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9610250299220933
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9999942457507669
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.999999905789274
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9964997489924091
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.999999944828532
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9999914093995913
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.8537918121176848
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999998261325852
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999999827787364
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998925
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9999960230375495
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999998336197536
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9955217642357278
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999729425539862
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999969733264509
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999956412
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.8030029920248631
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9999781938171026
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9750926414904443
Sequence597.csv_1: True Class: B, Predicted: A, Probability: 0.9955455870908362
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992059001
Sequence599.csv_1: True Class: B, Predicted: A, Probability: 0.999636834148483
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9999814527724099
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9999998443867028
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999746
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.6903042972179672
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9999993019999085
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9996842240808818
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.9999999977482731
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999891
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999849708
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9999998707137413
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999956216354258
Sequence609.csv_1: True Class: B, Predicted: A, Probability: 0.9989479029246522
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9763289689852738
Sequence610.csv_1: True Class: B, Predicted: A, Probability: 0.9190088623517618
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.999985411971354
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.999906867683294
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9999958293535202
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9993613018965103
Sequence615.csv_1: True Class: A, Predicted: B, Probability: 0.9953655728674354
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996104236
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.999992105530355
Sequence618.csv_1: True Class: B, Predicted: B, Probability: 0.9998348006134047
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9999987110531317
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9433013228874391
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999984973
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9999999943387097
Sequence622.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence623.csv_1: True Class: B, Predicted: A, Probability: 0.7941159169493291
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9999999230215953
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9999968043574078
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999234
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.9916281963459702
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.5064147214319511
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999999978292119
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9993607655496507
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.6578626767773563
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9998722900462416
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9999998624031845
Sequence633.csv_1: True Class: B, Predicted: B, Probability: 0.9993143052403265
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9719852695784236
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.9918247236195288
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.8201260915965697
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9394949280218279
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9999773906557404
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.9109644257588425
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.9999993290458865
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 0.9999735066549341
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.999930972210205
Sequence642.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999730095
Sequence643.csv_1: True Class: B, Predicted: B, Probability: 0.9999999888827186
Sequence644.csv_1: True Class: A, Predicted: B, Probability: 0.9999775416070883
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.999928688561673
