Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9371928432823058
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999972
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.988860892135042
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999976303627
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999488646
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9580046280015354
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9765000163714758
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995121
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.999999939153843
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999968300426
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9503681234518235
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9995109735628193
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9997014410077321
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999871132701
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999692502981492
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9964258887503495
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999994108901085
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.6926912815777571
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999895889148789
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999559512335424
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996545
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9597030582651457
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9966473345454597
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999999711958569
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999972188391761
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999757483294
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.6957890362732687
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999922
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999999632134077
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999848
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9998396423396967
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999875309596
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999999
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.5820516824408044
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.999999289025299
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9998100803771552
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.999995498689317
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9991801993022863
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9999997618792806
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999787428
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9989618815795455
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9855535553134119
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9999157964307002
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9995060492603409
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.6665756918710942
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999952843706
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999982026577515
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999874094934
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9999994486853314
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999904718
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999965651
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9999999678492549
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.984978221227238
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9993720078897232
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.9995838786563099
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9999999959385268
Sequence602.csv_1: True Class: B, Predicted: A, Probability: 0.984335582270858
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.7046818375508583
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9970854706735452
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.590694340555647
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9999098988531925
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998067
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9705737598330747
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9999337883031082
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.9999999900055225
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999996232625469
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9998808303113942
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.8596242737543187
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9786037529391765
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9929883161395414
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999921
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9999952409323959
Sequence618.csv_1: True Class: B, Predicted: A, Probability: 0.9159704463824435
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9988124643589648
