Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.990126487642411
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9999948760592944
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.8900447157413434
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.996863049030741
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.999999969121158
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.6302867636724092
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.999999451473218
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999743032511539
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999971
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9906308454293534
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9113518648214387
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9781230631608988
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9567892581347486
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999895686693487
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9925317829155934
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9646952557645546
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.9991873444660309
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999993687345
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999992160496641
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999170386979972
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.6531097325763369
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9351599080840124
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999730557918
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999968867621863
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9999772327544174
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9991815018132063
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9989824222793874
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9998298175916696
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9147905912351382
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9998218512124342
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999512517054665
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.999999073524065
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9797999434549362
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997476
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9999999948949579
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9993783863206404
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999991965621099
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.7517319421818112
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.871401381787069
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.5456638285446826
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.6678772900180946
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9996605870899395
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9296082297243123
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.9994375358388999
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999971495644
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9999984891936297
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999956103
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999977119943
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9999937194163409
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9991789493216892
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999912449457
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.9999019142583864
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999961011
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9993067156029652
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9999216463433126
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.7865419407993163
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9993842392954781
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999979
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9978991728978401
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9922276772625733
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9999351235852687
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9981571931558519
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999868239543289
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999999016714249
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9936961804515858
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999742245
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9708095812941288
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9984581972194745
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.6464406643874123
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999947127012976
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.8431427775685016
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999974
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9999997379234834
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9999999365939614
Sequence616.csv_1: True Class: A, Predicted: B, Probability: 0.9821838342365602
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.6976243822825023
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9681107779043878
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.8475678944226731
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9421930053922469
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9999983999185428
Sequence621.csv_1: True Class: A, Predicted: B, Probability: 0.68169195981153
Sequence622.csv_1: True Class: A, Predicted: B, Probability: 0.9940118974096895
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9999999743979375
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9999825095101109
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9999961124595081
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.9648631695571274
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.9998428377712302
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999535494868567
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9993875591120924
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999999953426263
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999870187382793
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9983067269355932
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9998019406752625
Sequence633.csv_1: True Class: A, Predicted: B, Probability: 0.9999915332733497
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9999998058891388
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.9999699146066641
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998412835
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.7268939983323099
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.999952516127979
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9815293913552611
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.9971898508582249
Sequence640.csv_1: True Class: B, Predicted: A, Probability: 0.9857909291358621
Sequence641.csv_1: True Class: A, Predicted: B, Probability: 0.9983916010627769
Sequence642.csv_1: True Class: B, Predicted: A, Probability: 0.9954664901360092
Sequence643.csv_1: True Class: A, Predicted: A, Probability: 0.9999999886492937
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.9999996404338356
Sequence646.csv_1: True Class: A, Predicted: A, Probability: 0.999948035868926
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9999437744924989
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9999580488657105
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9999998766249784
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.999999982765509
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999870010219836
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9862735409321297
Sequence652.csv_1: True Class: A, Predicted: B, Probability: 0.9980468902902448
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.9997919584255371
Sequence654.csv_1: True Class: A, Predicted: A, Probability: 0.9583829935308432
Sequence655.csv_1: True Class: A, Predicted: B, Probability: 0.6097046050864469
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999993
Sequence657.csv_1: True Class: A, Predicted: B, Probability: 0.9958217511692544
Sequence658.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999988792
Sequence659.csv_1: True Class: A, Predicted: B, Probability: 0.9055622254387334
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.9999928576286312
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999001966
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999721451
Sequence662.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999212255
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.9999999858172607
Sequence664.csv_1: True Class: B, Predicted: A, Probability: 0.9999999998636909
