Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.999999977384629
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.9902628053681505
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9999965263900766
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996469104
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999999984770706
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999923517
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9653773141715524
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999991902715823
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999971752693
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999987150294
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.999999999509743
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999998707647865
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9998259746494632
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999844834090235
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999988068070309
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9980338521047142
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995779149
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9991658103297408
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9876369502315046
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9937905229782863
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9990541070674518
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9974997328840517
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9991213998631593
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999914659938
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999544969621464
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999858916614038
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999925762683
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999998897568456
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992217047
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.6575337411188495
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9024108793969767
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999847964577392
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.8177383360942633
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995027765
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9963055740061336
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999999454192429
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.7171742946710886
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.999999999972731
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999997240992263
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.8585600375429736
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999835395116041
