Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.982543072378777
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9929259880712142
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.9999940814788938
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9802054618435372
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.5919452461255786
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9999061510842981
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.7582690563574485
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9178818390903781
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9995102659150131
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9119883890437503
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.863079906007251
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.7688725414152359
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9976107686772056
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9998556970898965
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9994118878222522
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.6561338162617758
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9999985038776523
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.8919185382650183
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.8049417284936549
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.6490859721218618
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.92541778012356
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9902865499675579
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999883670911727
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9985745790368927
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.708318319326045
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9999956614550265
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9994027992345482
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9943839128417812
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9058219743894691
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9562444653973375
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9976892292137081
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.994882960334721
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.999769417981135
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9674935951260771
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9963734038071975
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9878568630111457
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999849552542026
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9998467358201951
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9999992346613136
