Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997301035
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999997
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999957088255
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.5345147612135327
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9924040333821629
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999995997
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999979641553146
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999992080407758
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999999721705195
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9690786290683236
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999976658614663
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9996546995900655
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9989014978999892
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9787893101577838
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999999107249546
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9999492696892511
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9999999231162283
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.999998937118255
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999980763
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9007701616006715
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.999999999962296
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999991691
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9999998661376375
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999644
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999998660434672
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999931
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 1.0
