Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.8897614044064658
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.999975030903714
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.9989348778128305
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999873868892
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9134539159664666
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9765504982954349
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.99996087195083
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.8465073569703236
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9870428006021655
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999625083069127
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.8138570984762175
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9979830273598187
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9995583109056578
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9998037386720017
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9934633820465976
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.6853854151904786
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9975349810660467
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.999727993667413
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9109851033183918
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9996229386298433
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9989956431158666
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9999829492342155
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9982984409783731
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9781474021567871
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.5446427889636948
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9999756094316339
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.9999985742475742
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.999999993403239
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999956318893767
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9985698344204641
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.6135561331258215
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999999955298736
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9779051367002048
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.8516456552352731
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9999984240676376
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9956334088333121
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9977271074572422
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9999111642606767
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9895228728846758
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9538709090771464
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.987092025802808
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.8252169783928638
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9999983766454461
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.5686948978312774
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999194791162999
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9998786462848787
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999985627094707
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9762981049340801
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999978957217
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.9841801817950724
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9993702460616911
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9999997642946755
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.9919386493119619
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9937599793704865
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9999759929597776
Sequence599.csv_1: True Class: B, Predicted: A, Probability: 0.97654974699691
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.9966666940545408
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.7333190064233028
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9999967550112696
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9998588080173576
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.999380575291282
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.992250080570208
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.9999060216957224
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.997224247529703
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.999999927869781
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.7403369088592475
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9981889914313605
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9759929644539168
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9644154136455665
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.9905335362923628
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9852422976068733
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.9982788738075142
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.9984525075492819
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9948702011008642
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.9999796268491022
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9995859202496234
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999989837681854
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9999912917579183
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.9131483199946472
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.9994780048660592
Sequence621.csv_1: True Class: A, Predicted: B, Probability: 0.9999539791522675
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9999620237563874
Sequence623.csv_1: True Class: B, Predicted: B, Probability: 0.9473959862192352
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.999999999999794
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.937986542095256
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.828726546868989
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.9999210562733081
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9993482701546741
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9954335608829384
Sequence63.csv_1: True Class: A, Predicted: B, Probability: 0.9909213604503709
Sequence630.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.9999987074080872
Sequence632.csv_1: True Class: A, Predicted: B, Probability: 0.9999999546172994
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9999999786151583
Sequence634.csv_1: True Class: B, Predicted: A, Probability: 0.9999309161209023
Sequence635.csv_1: True Class: B, Predicted: A, Probability: 0.657272999028869
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.9666609760432593
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9999762354791776
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.7768772438563974
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.9999943072293337
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.9999225603836162
Sequence640.csv_1: True Class: B, Predicted: B, Probability: 0.9811253996876641
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9997436755903555
Sequence642.csv_1: True Class: B, Predicted: B, Probability: 0.9879695861175075
Sequence643.csv_1: True Class: B, Predicted: B, Probability: 0.9999998044616984
Sequence644.csv_1: True Class: A, Predicted: B, Probability: 0.9516922551738871
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.9986897633437447
Sequence646.csv_1: True Class: B, Predicted: B, Probability: 0.999980834201596
Sequence647.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999993956
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9999517527727554
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9922593967452938
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.9999999927977113
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9999999660034807
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999988379926442
Sequence652.csv_1: True Class: A, Predicted: B, Probability: 0.9995892103760393
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.6350201046231752
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.9845943123524817
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9800821875201313
Sequence656.csv_1: True Class: A, Predicted: B, Probability: 0.9997459140220956
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.9999123371604504
Sequence658.csv_1: True Class: A, Predicted: B, Probability: 0.9999995987637558
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.9999980878936059
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999918081
