Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence586.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.6604527296937417
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.6604527296937417
