Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9595570480769111
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9999992107324824
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.999999998496052
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999881897980355
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999230028
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.6405280407821025
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999992709628363
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9969756041765391
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999999992821724
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999993
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9999999987045382
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999945276757
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999658
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9350047841282433
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999798
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.7106174875815832
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999488828885063
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999982
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9984476762093908
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999961025
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999998039065577
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9994992310302614
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9963307547437253
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9746795354848243
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998046615
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.6225784898511533
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999928
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.6736699066544376
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999956270196141
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9995463141450027
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.7105109379585232
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9998875445843476
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999989
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999992
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991809451
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999987553305751
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9999999993970059
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999967382
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9984113160954848
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999983855661864
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9999999863046606
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999982
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999999950677095
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.999999979326351
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999952469204706
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9370352915906455
