Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9166179879897047
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999131593103754
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.7938586260656992
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.9995956017128377
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.9828032657048411
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.51537492914623
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9857797911195075
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.8421141477952784
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.997594287316831
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9995936040287701
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9777053935615113
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9998584103398793
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.7927439715539862
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.7054737103861003
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.6200371074506025
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9984841971020746
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.978657296053858
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9840408221717022
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.8254643323662735
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.7483697460046465
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9910236001832488
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.8672896766574616
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.5339484442151129
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9789020120191555
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.8938524749825681
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9996576626039574
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9882501851070559
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9891410740930298
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9263849507716749
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.5137943563977351
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.827545938770529
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9511131884612881
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.7552545723146391
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9258723402602814
Sequence58.csv_1: True Class: B, Predicted: A, Probability: 0.7643991450251988
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.999976053624807
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.5627627469918987
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9280339775107157
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9668620329075457
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9036469482925409
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9991458003134361
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999992048989229
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.996506526348945
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9999956439487236
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999851069913621
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9762140622786811
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.6655043060743885
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999996037393677
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9920216224644987
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9952223946473757
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.9507784175585897
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.8878467039012062
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9732314034827817
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9240996515869717
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.987416303066048
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.5983713924882201
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999856950400605
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.6522094961529927
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.8234015108149442
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9535283132706716
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9975254785199209
Sequence603.csv_1: True Class: B, Predicted: A, Probability: 0.9987391611514878
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9989003433431803
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9999923125478646
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999997997386599
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9896998109399897
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9998586537063279
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9067261659791876
Sequence61.csv_1: True Class: B, Predicted: B, Probability: 0.8499137253852896
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.7228287962210037
Sequence611.csv_1: True Class: B, Predicted: A, Probability: 0.5753259931563411
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.9983282177640166
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9948358533532983
