Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9942876038855757
Sequence55.csv_1: True Class: C, Predicted: B, Probability: 0.9796247881272376
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.6756179317367242
Sequence551.csv_1: True Class: A, Predicted: C, Probability: 0.998374062049478
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9896182420051881
Sequence553.csv_1: True Class: C, Predicted: C, Probability: 0.6607071287929182
Sequence554.csv_1: True Class: C, Predicted: A, Probability: 0.9999996660137302
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9999996747980706
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9715621204117926
Sequence557.csv_1: True Class: C, Predicted: C, Probability: 0.9999990385874137
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9842940028129895
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999999406912509
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999311088500924
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.6817416531103608
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.6326002739768201
Sequence562.csv_1: True Class: B, Predicted: C, Probability: 0.9994781659051907
Sequence563.csv_1: True Class: C, Predicted: B, Probability: 0.6703118973321297
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.999638084371902
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9894208414850011
Sequence566.csv_1: True Class: A, Predicted: C, Probability: 0.9999841295688036
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9957497419146283
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9971824577463382
Sequence569.csv_1: True Class: C, Predicted: A, Probability: 0.945858837335285
Sequence57.csv_1: True Class: C, Predicted: C, Probability: 0.9983273828173805
Sequence570.csv_1: True Class: B, Predicted: C, Probability: 0.9999973955845017
Sequence571.csv_1: True Class: B, Predicted: C, Probability: 0.9999999963876279
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.948746501587205
Sequence573.csv_1: True Class: B, Predicted: C, Probability: 0.9999900898408904
Sequence574.csv_1: True Class: C, Predicted: C, Probability: 0.9568738555523735
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9997990716796911
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9999976554510627
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9989007791203878
Sequence578.csv_1: True Class: B, Predicted: C, Probability: 0.7940628679550286
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9999983570362586
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9821789618408978
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9676060978328342
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.5711330266174915
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9999998678512692
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.997692439702297
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.9580112895374986
Sequence585.csv_1: True Class: B, Predicted: C, Probability: 0.7427640613953949
Sequence586.csv_1: True Class: B, Predicted: A, Probability: 0.9654964560518158
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.8973618540438238
Sequence588.csv_1: True Class: A, Predicted: C, Probability: 0.9998486475257414
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.9999822402385876
Sequence59.csv_1: True Class: B, Predicted: C, Probability: 0.9745584097837945
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.8983897477343381
Sequence591.csv_1: True Class: B, Predicted: C, Probability: 0.529178905130144
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9958479684692959
Sequence593.csv_1: True Class: B, Predicted: C, Probability: 0.9946592776807079
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9630632316622477
Sequence595.csv_1: True Class: C, Predicted: C, Probability: 0.8553723208444844
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9936860393198924
Sequence597.csv_1: True Class: C, Predicted: C, Probability: 0.9761050347506619
Sequence598.csv_1: True Class: C, Predicted: B, Probability: 0.999999463358619
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999272942383313
Sequence6.csv_1: True Class: C, Predicted: C, Probability: 0.9997617480586141
Sequence60.csv_1: True Class: B, Predicted: A, Probability: 0.9998360838081981
Sequence600.csv_1: True Class: C, Predicted: B, Probability: 0.9970643400756646
Sequence601.csv_1: True Class: B, Predicted: A, Probability: 0.9985112177733821
Sequence602.csv_1: True Class: C, Predicted: B, Probability: 0.9999999889634064
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.9998222066659354
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.9996508858617499
Sequence605.csv_1: True Class: A, Predicted: B, Probability: 0.9143220337039254
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9997287882067108
Sequence607.csv_1: True Class: B, Predicted: C, Probability: 0.8126812496707565
Sequence608.csv_1: True Class: A, Predicted: C, Probability: 0.9777117030405845
Sequence609.csv_1: True Class: C, Predicted: B, Probability: 0.9998775258270178
Sequence61.csv_1: True Class: A, Predicted: C, Probability: 0.8451555311411728
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.5215843161849296
Sequence611.csv_1: True Class: A, Predicted: C, Probability: 0.9990351668584454
Sequence612.csv_1: True Class: C, Predicted: C, Probability: 0.7373636213598458
Sequence613.csv_1: True Class: B, Predicted: C, Probability: 0.999999980805828
Sequence614.csv_1: True Class: C, Predicted: C, Probability: 0.5556738223691848
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.7031854638117018
Sequence616.csv_1: True Class: C, Predicted: C, Probability: 0.6690196994147698
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.9999997238947946
Sequence618.csv_1: True Class: B, Predicted: A, Probability: 0.9999062162246929
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9731653750316088
Sequence62.csv_1: True Class: C, Predicted: A, Probability: 0.9943628934504151
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.713057462988795
Sequence621.csv_1: True Class: B, Predicted: C, Probability: 0.999097440292932
Sequence622.csv_1: True Class: B, Predicted: C, Probability: 0.5002485389080045
Sequence623.csv_1: True Class: B, Predicted: A, Probability: 0.9999846929059376
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9999995516810855
Sequence625.csv_1: True Class: C, Predicted: A, Probability: 0.9961014495115535
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.6739150062320204
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.9994349734054898
Sequence628.csv_1: True Class: B, Predicted: B, Probability: 0.9999465406514138
Sequence629.csv_1: True Class: B, Predicted: C, Probability: 0.9931088614464242
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9977784891672734
Sequence630.csv_1: True Class: C, Predicted: B, Probability: 0.97847590479463
Sequence631.csv_1: True Class: A, Predicted: C, Probability: 0.9083108098314105
Sequence632.csv_1: True Class: B, Predicted: C, Probability: 0.9988650606655121
Sequence633.csv_1: True Class: C, Predicted: C, Probability: 0.9942184595745365
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9997419119827825
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999981158
Sequence636.csv_1: True Class: A, Predicted: C, Probability: 0.9987641794881479
Sequence637.csv_1: True Class: B, Predicted: A, Probability: 0.9999907717948717
Sequence638.csv_1: True Class: B, Predicted: C, Probability: 0.5219880405881491
Sequence639.csv_1: True Class: C, Predicted: B, Probability: 0.5121897329114707
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.6490795994300488
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9999999763321344
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9406644683709331
Sequence642.csv_1: True Class: C, Predicted: B, Probability: 0.574092035312032
Sequence643.csv_1: True Class: B, Predicted: C, Probability: 0.9641151954123319
Sequence644.csv_1: True Class: A, Predicted: B, Probability: 0.9960726231385427
Sequence645.csv_1: True Class: B, Predicted: A, Probability: 0.9846988618595887
Sequence646.csv_1: True Class: B, Predicted: B, Probability: 0.9003793643007915
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.999999990199537
Sequence648.csv_1: True Class: C, Predicted: B, Probability: 0.9975385924034984
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9987550863699691
Sequence65.csv_1: True Class: C, Predicted: A, Probability: 0.958874216538257
Sequence650.csv_1: True Class: B, Predicted: C, Probability: 0.5972381846069872
Sequence651.csv_1: True Class: A, Predicted: B, Probability: 0.97214995814137
Sequence652.csv_1: True Class: B, Predicted: C, Probability: 0.909444206772339
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.8632509827677566
Sequence654.csv_1: True Class: C, Predicted: C, Probability: 0.9999879373716702
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9999304776767866
Sequence656.csv_1: True Class: C, Predicted: A, Probability: 0.9637765806509656
Sequence657.csv_1: True Class: B, Predicted: B, Probability: 0.9998437781012117
Sequence658.csv_1: True Class: A, Predicted: B, Probability: 0.9863903772967063
Sequence659.csv_1: True Class: C, Predicted: A, Probability: 0.9257043322532592
Sequence66.csv_1: True Class: B, Predicted: C, Probability: 0.9708071198225241
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.999995225904674
Sequence661.csv_1: True Class: A, Predicted: C, Probability: 0.9962910390724509
Sequence662.csv_1: True Class: B, Predicted: B, Probability: 0.9949361460945764
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.8126170555639745
Sequence664.csv_1: True Class: B, Predicted: A, Probability: 0.5837020955540898
Sequence665.csv_1: True Class: A, Predicted: B, Probability: 0.9786089775838567
Sequence666.csv_1: True Class: C, Predicted: A, Probability: 0.9999567068837639
Sequence667.csv_1: True Class: B, Predicted: C, Probability: 0.9808864297153709
Sequence668.csv_1: True Class: C, Predicted: C, Probability: 0.7879111056785467
Sequence669.csv_1: True Class: B, Predicted: A, Probability: 0.9257362653721831
Sequence67.csv_1: True Class: B, Predicted: C, Probability: 0.9468544467428253
Sequence670.csv_1: True Class: C, Predicted: C, Probability: 0.9999062586670207
Sequence671.csv_1: True Class: B, Predicted: B, Probability: 0.911420234715521
Sequence672.csv_1: True Class: C, Predicted: A, Probability: 0.991649558372586
Sequence673.csv_1: True Class: C, Predicted: A, Probability: 0.949241769426994
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 0.9602294367367976
Sequence675.csv_1: True Class: B, Predicted: C, Probability: 0.9863700939594434
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.9999998210342024
Sequence677.csv_1: True Class: A, Predicted: A, Probability: 0.9282160332128326
Sequence678.csv_1: True Class: A, Predicted: C, Probability: 0.9999993636713681
Sequence679.csv_1: True Class: C, Predicted: B, Probability: 0.999996887802043
Sequence68.csv_1: True Class: A, Predicted: B, Probability: 0.9941566745130355
Sequence680.csv_1: True Class: C, Predicted: B, Probability: 0.9906138657010072
Sequence681.csv_1: True Class: C, Predicted: B, Probability: 0.6669158859002354
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.9948074074602259
Sequence683.csv_1: True Class: C, Predicted: B, Probability: 0.9999999994278733
Sequence684.csv_1: True Class: C, Predicted: B, Probability: 0.9999999999999978
Sequence685.csv_1: True Class: A, Predicted: B, Probability: 0.9999401561151583
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.992432929249036
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.9999999988411912
Sequence688.csv_1: True Class: C, Predicted: A, Probability: 0.9999999799979611
Sequence689.csv_1: True Class: C, Predicted: A, Probability: 0.9954314706192896
Sequence69.csv_1: True Class: C, Predicted: A, Probability: 0.5217065202426933
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9999629691482168
Sequence691.csv_1: True Class: A, Predicted: B, Probability: 0.9738755185112493
Sequence692.csv_1: True Class: B, Predicted: A, Probability: 0.9748223690270411
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.9884962065149457
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.9998880061377473
Sequence695.csv_1: True Class: C, Predicted: B, Probability: 0.8614864215228144
Sequence696.csv_1: True Class: C, Predicted: C, Probability: 0.9999992913819105
Sequence697.csv_1: True Class: B, Predicted: C, Probability: 0.9993324117683816
Sequence698.csv_1: True Class: B, Predicted: B, Probability: 0.9040081646860135
Sequence699.csv_1: True Class: A, Predicted: B, Probability: 0.9998311672111609
