Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9978992846445637
Sequence55.csv_1: True Class: B, Predicted: D, Probability: 0.9999938405083134
Sequence550.csv_1: True Class: D, Predicted: D, Probability: 0.9998974873558194
Sequence551.csv_1: True Class: C, Predicted: C, Probability: 0.9999995200322269
Sequence552.csv_1: True Class: D, Predicted: D, Probability: 0.9999999598001242
Sequence553.csv_1: True Class: C, Predicted: B, Probability: 0.9698581211992402
Sequence554.csv_1: True Class: C, Predicted: C, Probability: 0.6457776268264714
Sequence555.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999996201
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999978203
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999862773
Sequence558.csv_1: True Class: C, Predicted: C, Probability: 1.0
Sequence559.csv_1: True Class: D, Predicted: B, Probability: 0.999612284551913
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999977
Sequence560.csv_1: True Class: C, Predicted: C, Probability: 0.9879720980467203
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence562.csv_1: True Class: D, Predicted: D, Probability: 0.9986363751245416
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.7442701530847742
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999929220944
Sequence565.csv_1: True Class: C, Predicted: C, Probability: 1.0
Sequence566.csv_1: True Class: B, Predicted: C, Probability: 0.9999999999999954
Sequence567.csv_1: True Class: D, Predicted: B, Probability: 0.7425075920165465
Sequence568.csv_1: True Class: C, Predicted: C, Probability: 1.0
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999946
Sequence57.csv_1: True Class: A, Predicted: D, Probability: 0.9970288013446098
Sequence570.csv_1: True Class: C, Predicted: C, Probability: 1.0
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995396
Sequence572.csv_1: True Class: C, Predicted: A, Probability: 0.9603566468344934
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999964623
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999538764827985
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999673226892881
Sequence577.csv_1: True Class: D, Predicted: D, Probability: 0.9999999999775538
Sequence578.csv_1: True Class: C, Predicted: C, Probability: 0.9999999999996032
