Sequence549.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9980506290163397
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999991762
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999540470512
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999963762
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.8908838523869202
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.999999999997993
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999997549583719
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999981888282942
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997913
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.999999999921009
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998496
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999976933
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999988
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9999789767506196
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9959098822602728
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999963042
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.999999996127554
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999440968
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999981
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9970348161092524
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999687723011199
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999995
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9997298882858561
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9995865944903214
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999628073
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999835
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999988
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999999706617134
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9999822280895586
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9790710469272357
