Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9906146048457178
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9999952157920894
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.8868109167794168
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9971084468018069
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999999671020624
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.6142330147065536
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9999994360679486
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999750017825689
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999686
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9900322274424853
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9060544823556411
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9755910304270489
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.954624663131589
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999882754586624
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9920067922060202
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9673644115536089
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.9992518998077018
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999993147879
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999991939881665
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999116597169897
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.6750489475312342
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9331542851445889
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999711533162
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999967237128261
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.999979010642062
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9992548883148894
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9989484285407838
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9998352402843242
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9097110905164196
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9998377893365796
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999461628581905
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999990475698303
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9784072578802995
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997311
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9999999952310047
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9993258080025493
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999991277130497
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.7568573644891801
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.8682747983081904
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.5746592088112903
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.6617230657123074
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9996384260609332
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9351606924900976
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.9994528424740484
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999970143405
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9999985304604845
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999954874
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999999975921795
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9999938907340898
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9991259578615704
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999905042894
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.9998949779963823
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999958255
