Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.998757105822079
Sequence55.csv_1: True Class: C, Predicted: A, Probability: 0.9622099507665411
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.8897109858512525
Sequence551.csv_1: True Class: A, Predicted: C, Probability: 0.9879670258648092
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9884355682593329
Sequence553.csv_1: True Class: C, Predicted: C, Probability: 0.9496055182775964
Sequence554.csv_1: True Class: C, Predicted: A, Probability: 0.9999931082815661
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9999996141692452
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9930427241291991
Sequence557.csv_1: True Class: C, Predicted: C, Probability: 0.9999999246516607
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999580362892437
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999999161858906
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999999218438724
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.935646248994825
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9949133163945205
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9993599835741636
Sequence563.csv_1: True Class: C, Predicted: C, Probability: 0.6723485387294911
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9999998636365781
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9984308930650682
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9957757752605838
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.8390088899272838
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.999981145112007
Sequence569.csv_1: True Class: C, Predicted: B, Probability: 0.6715767977316444
Sequence57.csv_1: True Class: C, Predicted: C, Probability: 0.9686767036136619
Sequence570.csv_1: True Class: B, Predicted: C, Probability: 0.9999716495179116
Sequence571.csv_1: True Class: B, Predicted: C, Probability: 0.9999890959783245
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9986672310912073
Sequence573.csv_1: True Class: B, Predicted: C, Probability: 0.9070036026953754
Sequence574.csv_1: True Class: C, Predicted: C, Probability: 0.9904710299483228
