Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999287849
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999280711408
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996347
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999912
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994058612
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999964204942
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.5655772135134532
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9999464878867226
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999890532
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994789152
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999793091119
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999999994578286
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999572435
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.999999838273359
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.999998121835645
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.6217381982229708
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999975760187
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9891383823875446
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9554945968601352
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999999990562998
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999939
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999995870183872
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999999912117462
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.999999999275905
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999993917294576
