Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9982556748477603
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9995871190276167
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.877979680815109
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9997501408107643
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999928976710328
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999999886029658
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999505376
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.5106626888501691
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9997266846503133
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.7928393535043685
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999808
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.6079407731902485
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999997052033786
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999228124757
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999889295846921
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999997638326755
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.999999999991437
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997419049
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999136
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.999999995738936
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9999999932346333
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999851
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999985009598662
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996812989
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9999993129368353
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999999977308014
