Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.999999977354305
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.9902505354340945
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9999965423877303
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996475194
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999999984842752
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999923431
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9654321647400619
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999991942831075
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999971647445
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999987017215
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.999999999509195
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999998702431714
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.999825167101276
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.999984472166536
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999988056890863
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9980315816202847
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995796052
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9991627948336059
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9876219430758829
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9936984926653191
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9990524711312124
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9974698199718707
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9991235212629873
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999914759229
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999546682333315
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999858632043679
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999925559852
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999998898639952
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992301802
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.6569838068752643
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9023081718217452
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999848626275656
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.8174391014614343
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995024293
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9962610228514833
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999999456138098
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.7168238680174216
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999726649
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999997230777368
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.8586925254883857
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999835205670298
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.999997381009136
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9998905091393055
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9998974243149843
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.999999999875222
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9764246928326116
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999732925
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9996168455983476
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.985669404761151
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9977443856750959
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999653453559127
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9813092617223005
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9995300385974093
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9983660842783384
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999658806905
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999677852011455
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9981962980266126
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9999111055065021
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.998807249139709
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9976481032002914
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999919995
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9972278788837321
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.8348417921999904
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9976068378968326
Sequence606.csv_1: True Class: B, Predicted: A, Probability: 0.9598037238528293
Sequence607.csv_1: True Class: B, Predicted: A, Probability: 0.9999948782730778
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.980240239616677
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.999999998207973
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9999999632651989
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.9996038302972777
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999997714931433
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9508416676994716
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9999998490903346
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9831186965175552
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.9995072174135321
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.9719369834031
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9994565018151034
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9999508487693486
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9999090636411978
Sequence62.csv_1: True Class: B, Predicted: B, Probability: 0.9999999879831918
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.9803883853162951
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9996386112481405
Sequence622.csv_1: True Class: A, Predicted: B, Probability: 0.6978377091390328
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9821041547378124
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9999960827949771
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9994425879147052
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9846695442160347
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.9773507965465776
Sequence628.csv_1: True Class: A, Predicted: B, Probability: 0.9994288998352392
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.9995084189132667
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.986970623932977
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.9999999978252089
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999431509
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.988606150802331
Sequence633.csv_1: True Class: B, Predicted: B, Probability: 0.9999837957499306
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9995818586102158
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9999582685641187
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.9237725382326877
