Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9997458260116129
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9964969379599019
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999999787315237
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.99968925837877
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.8370884211567884
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9983383050325538
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.999999537376966
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9481829004170547
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9986413926030242
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9775904677211759
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9884514854022984
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9885180276605483
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9997600838242555
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.8879972775904074
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9997444775884663
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9777269789926487
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.998349095175724
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999996517691695
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.7987977409709087
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.99999793607076
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999826283540632
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9683669130834027
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.652402482618665
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9993332221599269
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9996209834325616
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9022908862239071
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9999957754508303
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999998896727773
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999909976038075
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999997573981089
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9999544342505895
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9989209953801282
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999973665584014
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.7952239565456564
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999317224334582
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9877660658976394
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9993720029074604
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9999999025638356
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.999999497862722
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9991658525417448
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.5007380318384991
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.8289498525764158
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9980870598404271
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9848066112377168
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9997724293003325
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9995604433872163
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999982928505461
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9388452723363523
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.9282425406975102
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999811835292612
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.5457736625763551
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.9084581996002847
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.992882598823983
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.6773898717745925
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9997827296108882
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9089802762861706
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999756645
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9989724517312077
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.9991435298227213
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.9983445066972972
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.8690445212171553
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9937529520325837
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.9972983433556339
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9964236996327196
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999998934738413
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9995780190218206
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998627325
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.999999736373119
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9949268048755975
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9998602316303951
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.999999531559773
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9999999856069394
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.7137514052757544
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.999999997033596
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9876119047168374
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9999999638674201
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.9988810392604391
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9998051680500173
Sequence619.csv_1: True Class: B, Predicted: A, Probability: 0.9999957073870125
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9999998288828291
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.9993388701097965
