Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9998363114837406
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999784
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999884722610242
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9999875386981592
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9991955481066579
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9993229575175449
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9999924623999623
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.999997507628961
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999995640955808
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999316305
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999895
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9988224388984709
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999999961145589
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.999999999993847
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9993370469004402
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999878149912167
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.8882026392751173
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999983
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999999981499963
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997459379
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999999189191381
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.999998176855491
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999996964
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999996
