Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999611054734568
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9416620681027427
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.6282705353555869
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999344017851
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.665307644348392
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9986552006157201
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9883012431147681
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.999999997377414
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.7621653050552857
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9997904237171671
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9260742048838452
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999999584917062
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9978254913499208
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9999506984650456
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9999989728467444
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.6887704271490438
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9998082223059516
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9007252447404005
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.7852988029891873
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9981598245105461
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.7468530468081748
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9972775293957717
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999155784582606
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.999232467567709
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.9995386490737882
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9995712857597738
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9868726766158308
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999998721243465
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9921640950015556
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.9999797428903688
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.8784837246707785
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9998226353240756
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.923871304856823
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.997706548293773
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.8718237327092376
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999998798268025
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9990276455301431
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9999953570365047
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9981644912162055
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9713078525211324
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.8095281197556068
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9990417946855732
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.6261310765066287
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.5124946556089945
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9094962335742943
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.836381319147417
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999019982393531
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9999820652940711
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.831095006218595
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.7252785428920123
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.9999996945819544
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.8396998115937062
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9999741780934323
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9804332192342224
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9999372261142455
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.8936224113854806
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.9846538608428025
