Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.6187607100007039
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999975783467668
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9999826203542554
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9999475220900481
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9994312296117523
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999978938111076
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.999248369122955
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999998465731379
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9999909881870128
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999656528617205
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.8508225064037611
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.999393162733606
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9416700690101888
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999999955461142
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9779126229405295
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999328653633944
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999999948052443
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999996963312561
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999953
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9906848528135264
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.9996981702840604
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999960238027111
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999954548005522
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.7975242469273838
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999581
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999115145124818
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999994832214777
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999999970259791
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.9996945980755526
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9999434473435274
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999999866738523
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9999911253701955
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999965122
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.99999999986725
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.5522337877648422
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 0.9999999204802579
