Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9991996015827023
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.8765697435403298
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9531791520572138
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.9999936022503452
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9938082324195645
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.993975212224821
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999756464635414
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999988101101878
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.5212635033800906
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9913529009402946
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.995830236379768
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9972365543661119
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.7555808253966738
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9699361056099313
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.979624463956664
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999996718052371
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9675917848642003
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9999967557896313
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.7596730985194844
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9997566501146156
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9940940710339994
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9996136576845724
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9999787477799104
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9999909668928599
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9997358544989793
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.9691839775994195
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.896865978165241
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9851552397308523
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.839762484224176
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999940301515804
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.5674168438028115
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9999998618762086
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.5620876810965482
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.997077569044354
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9894427535596695
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.994217943158496
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.8811005826661406
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9426510993326267
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999435961722337
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.9101628453329076
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.5777768613986406
Sequence586.csv_1: True Class: B, Predicted: A, Probability: 0.984665366055467
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9656175845941036
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9999997646903388
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9991740575731175
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9218277193852513
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.7441855264958805
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9950899212338838
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.6234708587431209
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9996023926436448
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.9962978783975821
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.9120528596438432
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9996546116665906
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9791658361040954
Sequence598.csv_1: True Class: B, Predicted: A, Probability: 0.996005009024898
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.988422883242075
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.993159523492813
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9961150566334984
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.5307078335959974
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9995560429040047
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9986971528494516
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9292481776333749
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999092983472013
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.8346508095891937
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.8209183867224081
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9798162929480961
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9965876012455177
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9996436613211578
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.5134172449516173
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9999855421807944
