Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9995991841179118
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9921225940792056
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999855979
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.9689572570703477
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999953443873
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.7604828371383506
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9997045587808208
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9995569493289151
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.994140534035879
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.7990080800935406
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999992849070655
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999552915875309
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9999999341564401
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9985664193850556
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9898842900869251
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998930955
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9770103553015027
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999981734
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9991442804134282
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9999847423825418
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999912801
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998081173
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9999999935276606
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999923317234863
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9998898137628107
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.8283233482062922
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9927202420726225
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9903903476218717
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999993068
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9995026778338734
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999997943114884
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.7225940242570729
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.994744688484428
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.999999515500628
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9999982041260226
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.8875910736233609
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999826157071
Sequence583.csv_1: True Class: B, Predicted: A, Probability: 0.999999959716744
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999978487610579
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999662642636
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.8753145170917367
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999996602398048
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9828448085701523
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999832414925071
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9981034082363989
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.872051337135113
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999813723189825
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999998893123442
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998563485
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.9999999941815783
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9994103611908355
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.619337368010223
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.99807723153301
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.999999999979409
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.999999998791931
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.8172094743897778
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9967918178681993
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9999994373072386
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.5976813326244605
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999996349156304
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.9999953713014756
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996011808
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999998978307815
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9987960450747999
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998719594
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9999999994398846
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9997321523022911
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.6267571554465179
Sequence610.csv_1: True Class: B, Predicted: A, Probability: 0.9993752139726769
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9838846117051319
