Sequence549.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.9999995257818826
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999716287
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.9999991185098887
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9998385767061415
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9999414303387626
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998719
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999641
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9930232182871886
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.999996533447515
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999986236895191
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9999997273825779
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.999999931519797
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9557362765505049
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9912645911676558
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9998142247943951
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997682
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999975556
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999992046
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999999977935808
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999872675958128
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999988293
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999002104863
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9994477967011022
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999313094
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9999985764562505
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9999958866538627
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9999962779398398
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.978096452977611
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.999999999940237
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999814592361
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.99999999999998
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9134508955810194
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 0.99999999999988
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999080463
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999978445132205
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999175676025325
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.999999998575566
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999372
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9997459352888778
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9999999971554872
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9998407180449048
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999223369
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.999999969069843
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9999953480271977
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998305
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999806
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9996408188922892
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999694053
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9531657462500428
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999999934609618
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9991715884313235
