Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.8563360630446397
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.8094848217803979
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9764421790993302
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.7032796078577832
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.6927094110468296
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.5121023760499566
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.7555827573983781
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999946223747341
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.6942112424011646
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.677365266011191
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9806106326521874
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999964098332706
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9960887316195176
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.8894603680940371
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9123329198008001
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9999708549317244
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9951135044365149
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9832556668250991
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9890552406278815
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.999925737776857
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.6413593051215281
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9964176304875062
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999487663500674
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.999535926010325
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.9971105176239091
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9992170304711016
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9880916249788247
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.8523002382125395
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.7244129920157097
