Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence55.csv_1: True Class: C, Predicted: B, Probability: 0.4111776447105788
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence551.csv_1: True Class: A, Predicted: B, Probability: 0.4111776447105788
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.4111776447105788
Sequence553.csv_1: True Class: C, Predicted: B, Probability: 0.4111776447105788
Sequence554.csv_1: True Class: C, Predicted: B, Probability: 0.4111776447105788
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.4111776447105788
Sequence557.csv_1: True Class: C, Predicted: B, Probability: 0.4111776447105788
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.4111776447105788
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence563.csv_1: True Class: C, Predicted: B, Probability: 0.4111776447105788
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.4111776447105788
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.4111776447105788
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence569.csv_1: True Class: C, Predicted: B, Probability: 0.4111776447105788
Sequence57.csv_1: True Class: C, Predicted: B, Probability: 0.4111776447105788
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.4111776447105788
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence574.csv_1: True Class: C, Predicted: B, Probability: 0.4111776447105788
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.4111776447105788
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.4111776447105788
