Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.999994425744769
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9990036119776721
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9945310169044981
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999917312747
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999998524494229
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999448
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999996490639039
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9609067344445773
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999944188
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999999970002136
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9220968894679381
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.999982273665613
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.8991462514009152
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999959464
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999146785280845
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9935342358243789
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999180210897
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9998713799710595
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9991563601892555
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999962861655044
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999999988623365
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9992406778747391
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9998052409299101
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9996963787434724
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998672
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999830326239871
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9904013893883464
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999628159683097
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999999991999373
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9999999956870523
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9712555922590286
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.6989064848136403
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999999736842335
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9999990995585925
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.999961854517929
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999998476786865
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9995690288439391
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9088442281521028
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9999869905721521
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.7069459864777511
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9998811729526875
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999999916779893
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999645022184
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9924773892171076
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999221306802
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9799750953475135
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9992917112890549
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9999339805645129
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9999999988303497
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9945068870808389
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999892567
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999755511
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999972646
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.5295925664616498
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999322
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9999958785984496
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.9994583497772765
Sequence60.csv_1: True Class: B, Predicted: A, Probability: 0.9999997045269342
