Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9996013306733177
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9921247127687437
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999856749
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.9689491135875549
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999953695664
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.761459415047403
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9997046392440976
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9995568284536213
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9941389523735764
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.7998661478239483
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999992847129681
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999555307794539
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9999999341384171
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.998558714230316
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9899383738483197
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998930664
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9770164474319616
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999981831
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9991488816597234
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9999848241061337
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999912778
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998080651
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9999999935259059
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999923728606545
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9998897836188055
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.8275575666562991
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.992722209852419
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9904411800419615
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999993066
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9995053406104726
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999997954101589
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.7226486237949822
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9947165938550144
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999995153680767
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9999982046120216
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.8870549319221278
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999826109613
Sequence583.csv_1: True Class: B, Predicted: A, Probability: 0.9999999597058183
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999978493463373
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999664455023
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.8747291924978513
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999996620532065
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9829351525733204
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999833310239493
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.998102893696803
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.8720208474371602
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999813773574444
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999998899033934
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998563094
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.999999994212653
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9994071944992399
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.6206052947845115
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.998077750615801
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999794034
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9999999987983803
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.8164084597271071
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9967926828690933
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9999994374599055
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.5989756972028892
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999996348158874
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.9999953725581839
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996033146
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.99999989780307
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9987963725903747
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998726511
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.999999999439733
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9997335819949387
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.6268206908384399
Sequence610.csv_1: True Class: B, Predicted: A, Probability: 0.9993718479723074
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9837990327180437
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.9999997565416133
Sequence613.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998233248
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9999999998855607
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.9999511859749974
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999537
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.9982322360523911
Sequence618.csv_1: True Class: B, Predicted: B, Probability: 0.9999942941472877
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.9999766517030496
Sequence62.csv_1: True Class: B, Predicted: B, Probability: 0.999185647591443
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999908
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.980291912279906
Sequence622.csv_1: True Class: B, Predicted: B, Probability: 0.9999998951861728
Sequence623.csv_1: True Class: B, Predicted: B, Probability: 0.9999806455726719
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 0.9999353666279922
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.999993565280997
Sequence626.csv_1: True Class: B, Predicted: B, Probability: 0.9999961998567587
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.9762905383919679
Sequence628.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999989054
Sequence629.csv_1: True Class: B, Predicted: B, Probability: 0.9999999994754537
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.939351130450939
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.9999775120103221
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.7162155048451692
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.969244205668632
Sequence633.csv_1: True Class: B, Predicted: B, Probability: 0.9997944917109663
Sequence634.csv_1: True Class: A, Predicted: B, Probability: 0.9999672102793181
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9999990107070218
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.9091785791525854
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.7973461443396483
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.9999998007102193
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence64.csv_1: True Class: A, Predicted: B, Probability: 0.9784819900217993
Sequence640.csv_1: True Class: B, Predicted: A, Probability: 0.9885691700298597
Sequence641.csv_1: True Class: A, Predicted: B, Probability: 0.673832779418521
Sequence642.csv_1: True Class: B, Predicted: B, Probability: 0.9398976691845223
Sequence643.csv_1: True Class: B, Predicted: B, Probability: 0.9999697291788242
Sequence644.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999738365
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.998171254782048
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.9999999729781369
Sequence647.csv_1: True Class: B, Predicted: A, Probability: 0.9999944925872271
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.9999999085787055
Sequence649.csv_1: True Class: A, Predicted: B, Probability: 0.8489842720731572
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 0.9998230864690002
Sequence650.csv_1: True Class: B, Predicted: B, Probability: 0.9997364212197146
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.7474907257129757
Sequence652.csv_1: True Class: A, Predicted: A, Probability: 0.9983957859152653
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.9999999768857606
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.9965617992855867
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9999999972514599
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.999997246719528
Sequence657.csv_1: True Class: B, Predicted: B, Probability: 0.9999922856775283
Sequence658.csv_1: True Class: B, Predicted: B, Probability: 0.9999302738774871
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.8056710441345253
Sequence66.csv_1: True Class: B, Predicted: A, Probability: 0.8438609411787159
Sequence660.csv_1: True Class: B, Predicted: B, Probability: 0.99999635693465
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.9426103122102475
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 0.9955927779219497
Sequence663.csv_1: True Class: B, Predicted: B, Probability: 0.9927157621129921
Sequence664.csv_1: True Class: B, Predicted: A, Probability: 0.9989449360389507
Sequence665.csv_1: True Class: B, Predicted: A, Probability: 0.9960056424056013
Sequence666.csv_1: True Class: B, Predicted: B, Probability: 0.999975195294675
Sequence667.csv_1: True Class: B, Predicted: A, Probability: 0.9999987632979632
Sequence668.csv_1: True Class: B, Predicted: B, Probability: 0.8551294773706138
Sequence669.csv_1: True Class: B, Predicted: B, Probability: 0.6296720977115073
Sequence67.csv_1: True Class: B, Predicted: B, Probability: 0.9999999991698946
Sequence670.csv_1: True Class: B, Predicted: B, Probability: 0.9999999739284854
Sequence671.csv_1: True Class: B, Predicted: B, Probability: 0.999999718552871
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 0.8607105074448087
Sequence673.csv_1: True Class: B, Predicted: A, Probability: 0.9873091793367482
Sequence674.csv_1: True Class: A, Predicted: B, Probability: 0.9999999603376788
Sequence675.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998520028
Sequence676.csv_1: True Class: B, Predicted: A, Probability: 0.9999912212652872
Sequence677.csv_1: True Class: B, Predicted: B, Probability: 0.9977460695337916
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.9999999958102289
Sequence679.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999893409
Sequence68.csv_1: True Class: B, Predicted: B, Probability: 0.9999979044338145
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997059992
Sequence681.csv_1: True Class: B, Predicted: A, Probability: 0.955700513441703
Sequence682.csv_1: True Class: B, Predicted: A, Probability: 0.9999984029048095
Sequence683.csv_1: True Class: B, Predicted: A, Probability: 0.999999999090368
Sequence684.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999998421
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.9152830647354914
Sequence686.csv_1: True Class: A, Predicted: B, Probability: 0.999810891446296
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.9999567999845088
Sequence688.csv_1: True Class: B, Predicted: A, Probability: 0.5584518136447708
Sequence689.csv_1: True Class: A, Predicted: A, Probability: 0.9565498585100148
Sequence69.csv_1: True Class: B, Predicted: B, Probability: 0.998781522109607
Sequence690.csv_1: True Class: A, Predicted: B, Probability: 0.9999945855251346
Sequence691.csv_1: True Class: A, Predicted: B, Probability: 0.6928711669758394
Sequence692.csv_1: True Class: B, Predicted: B, Probability: 0.999267633257978
Sequence693.csv_1: True Class: B, Predicted: A, Probability: 0.9111119229793344
Sequence694.csv_1: True Class: B, Predicted: A, Probability: 0.9998831911183408
Sequence695.csv_1: True Class: B, Predicted: B, Probability: 0.9999994217193446
Sequence696.csv_1: True Class: B, Predicted: B, Probability: 0.9693952193058473
Sequence697.csv_1: True Class: B, Predicted: B, Probability: 0.999960231241999
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.9999994677258549
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999993
Sequence7.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence70.csv_1: True Class: A, Predicted: B, Probability: 0.8487306783471111
Sequence700.csv_1: True Class: B, Predicted: B, Probability: 0.7265141963512048
Sequence701.csv_1: True Class: B, Predicted: B, Probability: 0.9999923913128439
Sequence702.csv_1: True Class: B, Predicted: B, Probability: 0.9999999827569638
Sequence703.csv_1: True Class: B, Predicted: A, Probability: 0.9998838325415476
Sequence704.csv_1: True Class: A, Predicted: B, Probability: 0.9999967531002139
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.9999999745234005
Sequence706.csv_1: True Class: B, Predicted: A, Probability: 0.7177483643385473
Sequence707.csv_1: True Class: B, Predicted: B, Probability: 0.9999985038655758
Sequence708.csv_1: True Class: B, Predicted: A, Probability: 0.7995364053789229
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9999810632697783
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.8041919971573569
Sequence710.csv_1: True Class: A, Predicted: A, Probability: 0.9666119473386705
Sequence711.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999955483
Sequence712.csv_1: True Class: A, Predicted: A, Probability: 0.9999943959509953
Sequence713.csv_1: True Class: B, Predicted: A, Probability: 0.9999999372201972
Sequence714.csv_1: True Class: B, Predicted: B, Probability: 0.9999857309727748
Sequence715.csv_1: True Class: A, Predicted: B, Probability: 0.5220918787858817
Sequence716.csv_1: True Class: B, Predicted: B, Probability: 0.9999999994079546
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 0.9999994720222724
Sequence718.csv_1: True Class: A, Predicted: B, Probability: 0.9966862443194019
Sequence719.csv_1: True Class: B, Predicted: B, Probability: 0.9999342521084795
Sequence72.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999954106
Sequence720.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence721.csv_1: True Class: A, Predicted: A, Probability: 0.9885470571500075
Sequence722.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998889101
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.9760972260576551
Sequence724.csv_1: True Class: A, Predicted: A, Probability: 0.992099940708995
Sequence725.csv_1: True Class: A, Predicted: B, Probability: 0.9973582385799298
Sequence726.csv_1: True Class: B, Predicted: B, Probability: 0.9999999751350729
Sequence727.csv_1: True Class: B, Predicted: B, Probability: 0.9999197519683524
Sequence728.csv_1: True Class: B, Predicted: B, Probability: 0.9999995806527578
Sequence729.csv_1: True Class: A, Predicted: B, Probability: 0.9250966767160289
Sequence73.csv_1: True Class: B, Predicted: A, Probability: 0.9929425415239016
Sequence730.csv_1: True Class: B, Predicted: B, Probability: 0.9976094083824327
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.9999987067476304
Sequence732.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999992336
Sequence733.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999998489
Sequence734.csv_1: True Class: B, Predicted: B, Probability: 0.9997118455624585
Sequence735.csv_1: True Class: B, Predicted: B, Probability: 0.7914997757993896
Sequence736.csv_1: True Class: B, Predicted: A, Probability: 0.5776005503418418
Sequence737.csv_1: True Class: B, Predicted: B, Probability: 0.9999997648929652
Sequence738.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999418648
Sequence739.csv_1: True Class: B, Predicted: B, Probability: 0.9979817997831574
Sequence74.csv_1: True Class: A, Predicted: A, Probability: 0.999999999988928
Sequence740.csv_1: True Class: A, Predicted: A, Probability: 0.9999999884850699
Sequence741.csv_1: True Class: B, Predicted: A, Probability: 0.9999999892319281
Sequence742.csv_1: True Class: B, Predicted: B, Probability: 0.9999999123570424
Sequence743.csv_1: True Class: B, Predicted: A, Probability: 0.8430080844942239
Sequence744.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999932
Sequence745.csv_1: True Class: B, Predicted: B, Probability: 0.9999543793354493
Sequence746.csv_1: True Class: B, Predicted: A, Probability: 0.9392356769189112
