Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999863232
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999797822938
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999614052
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9999999986528807
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997417529
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999810867652
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.999884231309018
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999999
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9999995548533208
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9806723246306229
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999987
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.99998385766717
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999604218951953
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999568
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999989355
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9999781059076577
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999998831419001
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999926648601
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999999966971893
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996344413
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999999293765285
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999767405
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999991527
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992917027
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999976024
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999609188
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9999999932239462
