Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999990809067216
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999826837125
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.7835679417419172
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999975
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.997822121447521
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9999999048036384
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.7055188401526719
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995377713
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9999999573384027
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.5503183548152426
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9997225785394791
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9956777305771433
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9864771871739841
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9986948321391815
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9880716118494682
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9999999171663662
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.999999999994021
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999825
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998739
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998401324
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9999259372478648
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.999988483202792
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9999839021025175
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.8841160286424932
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.999999614800231
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9972279502065636
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9896643232497859
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.5074810569469153
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9792629069440967
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.7747231500587406
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9953180782593611
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9999999989168142
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999630506
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9999957000109342
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999448
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9995267570428215
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.999999999931561
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999114767
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9977657549887848
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999978758
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9922245091119919
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.9393897035852614
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999782037
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.999962796980341
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9984417532777929
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999999990202393
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9999984086224625
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.9996114717509242
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9999999888179423
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.99979522639137
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9999999977169743
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.7654381174875858
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9999999882296344
Sequence6.csv_1: True Class: B, Predicted: A, Probability: 0.9163672542807066
Sequence60.csv_1: True Class: B, Predicted: A, Probability: 0.9999930785133647
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9991270592720388
Sequence601.csv_1: True Class: B, Predicted: A, Probability: 0.9999998913517996
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999842276
Sequence603.csv_1: True Class: B, Predicted: A, Probability: 0.9972186777960589
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.9999999863920733
