Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9903096481693476
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.8371094354918142
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9992781058000536
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9954743270298604
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9992242802306988
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.6891606751872454
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.9954989948957943
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999910981803175
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9999292572550232
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9353703377850879
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.8537024289857467
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9326663363287285
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9996828144065175
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.8380734599652602
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9619785892101622
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.97699809271627
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9995449915880824
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.8304250713504632
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.6771493307403843
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999983618089955
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.8393983293120415
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9217550463972817
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9999328862543603
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9397661676149108
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9762923678836126
Sequence571.csv_1: True Class: A, Predicted: B, Probability: 0.7627150531159983
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.9171648460312295
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9933693183661699
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9916481344589254
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.999860744841961
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.943342589291583
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.8651465211720853
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9899951398775764
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.6751289824447542
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9728787275105263
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.9996507100765432
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.999996901633064
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9999510319273179
