Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.5706716868169676
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9942753488569035
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9053652214568838
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999997594783295
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.999997658165076
Sequence553.csv_1: True Class: B, Predicted: A, Probability: 0.8203282177130491
Sequence554.csv_1: True Class: B, Predicted: A, Probability: 0.595860459107058
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.8275772708619147
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.5666290843076337
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999052684518367
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.976344011762593
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.787935197365759
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9161902831207648
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9994204486283916
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999988815308445
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.8564623654736346
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.803696861619264
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9534613120850034
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.688796924436928
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.8811197713524838
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999687505525869
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.5869786142712997
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9733566160092757
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999976391227181
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9813717391030955
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.8983456209676888
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9999199481936171
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999973107347
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999997767775333
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999995820255609
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9995471714879269
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9994337679673706
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9143629763672255
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999038741166
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9679801992250155
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9998710505230137
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.999999987414258
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.8151820251671388
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.5381156228654566
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9999133548067801
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999667377
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.6759503559626155
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.998729750986197
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997259
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9950493320706447
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999971766595037
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9944391866837607
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999976341746007
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9996298065215217
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.975969389970197
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.995064210850585
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9868547556045051
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.881546844962518
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999187693698386
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.5317172491356472
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9974341915619562
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9957163027744406
Sequence60.csv_1: True Class: A, Predicted: B, Probability: 0.9987398743847847
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.8824380669521411
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9019324092873083
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999992971801456
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999931886806153
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 0.999880572548326
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9997429578728925
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998076989
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9997659123748711
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.979589570447426
Sequence609.csv_1: True Class: B, Predicted: A, Probability: 0.9988095460264063
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9540005557617571
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9911923446029853
Sequence612.csv_1: True Class: B, Predicted: A, Probability: 0.9908079950148886
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.9983643934419552
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9800829089037217
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9999933161588924
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9811185642519926
Sequence617.csv_1: True Class: A, Predicted: B, Probability: 0.9982766243923611
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.999867847991676
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9998720954294574
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9384831872263015
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.9694212585062847
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999663571
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.999988698868453
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9819397748716487
Sequence624.csv_1: True Class: B, Predicted: B, Probability: 0.9995059820399228
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.99924524758545
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999997697238829
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.5590878082035569
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.998229926000019
