Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999374277612557
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999897393102959
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9586807679015659
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9680808266610526
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.981197947353469
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999729899
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999983858903891
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999929355
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9998749560809259
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9586697020759185
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999988134
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.99848615880632
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.5878123747218436
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.5312092091507139
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9993777013553802
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9927605491448437
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999974536
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999716171994268
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9631328575325485
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999843387785
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999999984574317
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9298942763877667
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9999951815793922
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9999999986667494
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9996607649018435
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999992631976626
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999996523692452
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.999503064709319
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.99669434545693
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9995337700643402
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.7860859037203289
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9104795844772929
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9996268871347684
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9388427531715275
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9988742863918407
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9868197604632984
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999986325687817
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999651901996651
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9998209736751281
