Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9999961143525845
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9957333506879986
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9906827413943077
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9988756763463548
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9989283500265631
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9995313667530351
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.8367391796171904
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9998502905828214
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9989052171790108
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9877059725491467
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.9994688775895774
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9569563952381331
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9125100396566852
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.997620271114475
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.6668302742622889
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9993949962557672
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.8692360153475058
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9992038009055945
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.821946164159288
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9996939712040186
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9987701570904988
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9995720819463165
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9037976212358393
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9978204702557483
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9978989728523361
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9698544393194646
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9938155005819809
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9835826498342688
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9194960014252198
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.972370132629337
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9332760021772984
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9943482356537601
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9608553607727873
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9961219993931236
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9422161461660788
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.998269628285905
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.999791467479711
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.815061291770517
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9976088158257505
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.5854540539902398
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.6405617277673334
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.987324933552018
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.6632984119630716
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9863614621520796
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.922973977968237
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9969304965961697
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.8601288132335797
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9249106435536361
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.934177116853714
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.8840256053288433
Sequence594.csv_1: True Class: B, Predicted: A, Probability: 0.6176438478793489
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.7626235814663005
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.6795103334942144
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9992365990753519
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999987328408925
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9323451214327664
