Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.856058851853041
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.806351567920744
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9768625279766765
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.7019684903325724
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.6965524867461235
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.512770982748783
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.755058423066421
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.999994656073587
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.694495719900073
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.6769697955465599
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9805444285044962
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999963492953551
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9960752207292615
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.8901123245881105
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9126400586159946
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9999703601496586
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.995102804908739
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9833155313563576
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9890093201149216
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999241069956726
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.6456552302840092
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9964051889336074
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999486911956317
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.999535826849116
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.9970992980318243
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9992143940251743
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9881623036799144
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.8524168585847144
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.7247746439007798
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.9999995064889335
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.6333414010492904
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.7981211715251274
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9917957754892673
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9243427567125424
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9862843268729429
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999774633084381
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.8012275443676633
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9998930921429565
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9770460765553493
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.8017216443458024
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9939185027048534
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9987002385782962
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9920584414187161
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9806886527530604
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.9486543825885203
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9970325097873637
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9985380034921391
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9618115398258194
