Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9999999773838839
Sequence55.csv_1: True Class: B, Predicted: A, Probability: 0.9902577093025003
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9999965281196892
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9999999996524545
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999999985006757
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999923573
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.965373601432618
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999991905185669
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999971781708
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999987148865
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999999995100818
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999998707758048
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.9998259333863185
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999844881630199
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999988072871676
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9980331357128043
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995775151
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9991658103297408
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9876484459614863
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.993788842709804
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9990531331314458
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9974966761760283
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9991216955453562
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999915917023
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999544731741489
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999858927609192
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999925789574
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999998897940212
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992328931
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.6538889567006956
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9023994405529755
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999847896751821
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.8153956232609736
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995034804
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9963045687197044
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.999999945412846
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.7172358388037661
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999727052
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999997240903354
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.8584491539302627
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999835321257322
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.999997386596834
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9998888431940622
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9998973323566407
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998770395
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9765193268280943
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999736655
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9996151983508426
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9856792523754027
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9977413289304541
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999654761038225
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.981337354118929
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9995366811659803
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.998365054745584
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.999999965383891
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999678744631229
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9982143747936894
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.999911448977086
Sequence600.csv_1: True Class: B, Predicted: A, Probability: 0.9988116463005279
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9976369943676321
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999919691
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9972220362525014
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.8327905013054427
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.997594802685834
Sequence606.csv_1: True Class: B, Predicted: A, Probability: 0.9592417010509173
Sequence607.csv_1: True Class: B, Predicted: A, Probability: 0.9999948840601087
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.9801940205142348
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999999982092223
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.9999999631413827
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.9996088597183049
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999997723465893
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9507609310522995
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9999998470011652
Sequence614.csv_1: True Class: B, Predicted: A, Probability: 0.9831545396693977
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.999505531196127
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.9720377700755317
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9994576796517392
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9999506673073574
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9999089983135073
Sequence62.csv_1: True Class: B, Predicted: B, Probability: 0.9999999879612883
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 0.9803038843132431
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.999633734786786
Sequence622.csv_1: True Class: A, Predicted: B, Probability: 0.6967326682528423
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9820849175325206
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9999960896348626
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9994431725160218
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9846177352722525
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.9774481058940432
Sequence628.csv_1: True Class: A, Predicted: B, Probability: 0.9994281866962511
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.9995080745113089
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9867833944522721
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.9999999978179407
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.999999999943233
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9886327983827401
Sequence633.csv_1: True Class: B, Predicted: B, Probability: 0.9999837343295205
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9995873438001135
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9999582208301384
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.9240100870850139
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9999999940188317
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9944958585794059
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9775861122096882
Sequence64.csv_1: True Class: A, Predicted: B, Probability: 0.9999999976128942
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 0.9986273840146864
Sequence641.csv_1: True Class: B, Predicted: A, Probability: 0.9957964596880069
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9999999943104079
Sequence643.csv_1: True Class: B, Predicted: A, Probability: 0.9219767762918925
Sequence644.csv_1: True Class: A, Predicted: B, Probability: 0.9786073672899078
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.9999999988454246
Sequence646.csv_1: True Class: B, Predicted: A, Probability: 0.9863951441578465
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9742301241806856
Sequence648.csv_1: True Class: B, Predicted: B, Probability: 0.997861138618205
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9999379152124349
Sequence65.csv_1: True Class: B, Predicted: A, Probability: 0.9999999928253805
Sequence650.csv_1: True Class: A, Predicted: A, Probability: 0.9444842547323617
Sequence651.csv_1: True Class: B, Predicted: B, Probability: 0.9999999954549298
