Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999287082
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999280198022
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999996337
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999912
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.999999999404663
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999964248184
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.5649617147111963
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9999462517879348
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999890659
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999994777931
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999791749452
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999999994572437
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999572282
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9999998383856566
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999981222726109
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.6229250121915297
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999975665993
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.989143190633001
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9553513760239791
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999999990551464
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999939
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999995838925744
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999999911735813
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9999999992767281
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999993915531282
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999780159622552
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999962657
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9999999964369901
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999997533079356
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999998978209762
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence601.csv_1: True Class: B, Predicted: A, Probability: 0.99997022370656
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999989
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998944
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999994076900051
Sequence61.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9920069121856886
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999991072
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9999958039970965
Sequence613.csv_1: True Class: B, Predicted: B, Probability: 0.9934542190990759
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.7290690350656661
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997948124
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999999920834106
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999593
Sequence62.csv_1: True Class: B, Predicted: A, Probability: 0.914855890628098
Sequence620.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 0.9999773592044882
Sequence622.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999985092
