Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9999989127071918
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.8700007030620461
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.8704994801513443
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.999962270360656
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.925338723113778
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999689949216494
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999999998065136
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9995418271368397
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.916374919160137
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9991765140886049
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.983610297999099
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999530520554837
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.7278651050989243
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999999971464121
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9912302431128832
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.6711235261319924
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999969914222357
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9702371107002813
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9697461180134228
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9994238434813111
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999996263258343
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9984570101674093
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9999201665181009
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.7172155529046496
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999510493148829
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999904319074333
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9994183586256365
Sequence573.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999947722
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9892067300795104
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999545914591654
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9612317028355445
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.6684532602692498
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9832535206372393
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9982369064634343
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.8369630402102892
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999977788455321
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997752563
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.999997617607468
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9983314541312718
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.9669005533448246
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9984914632733934
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999975063020501
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9988322734485108
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9720229479857709
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.772500494936008
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.7357105112077706
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9298028515993428
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.993239484165626
Sequence592.csv_1: True Class: B, Predicted: A, Probability: 0.9999994293589143
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.999999998552184
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999167493516871
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9820718410596012
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.997802271459267
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999927552484
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.999969266863925
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9573452505241712
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.9999999634776833
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9924719363709709
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9622894916122063
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.5734501203484874
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9902525397918269
Sequence603.csv_1: True Class: A, Predicted: A, Probability: 0.9999989143996711
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999967963315898
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9999977560370426
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.7865543268830003
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9999999930708114
Sequence608.csv_1: True Class: B, Predicted: A, Probability: 0.9999999786164343
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9968622052254865
Sequence61.csv_1: True Class: A, Predicted: B, Probability: 0.6688229202500299
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9974924298606244
Sequence611.csv_1: True Class: A, Predicted: B, Probability: 0.9999999994993736
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.9971757919660329
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9999848149199585
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9999999126097405
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 0.9998718168902359
Sequence616.csv_1: True Class: A, Predicted: B, Probability: 0.5002706026721734
Sequence617.csv_1: True Class: B, Predicted: A, Probability: 0.9999998659339422
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.99966018913908
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.9993853261424476
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9183243618664207
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.996947934536675
Sequence621.csv_1: True Class: B, Predicted: A, Probability: 0.9999920509381746
Sequence622.csv_1: True Class: B, Predicted: A, Probability: 0.9999999681701847
Sequence623.csv_1: True Class: A, Predicted: B, Probability: 0.9997929259878434
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9593879544782664
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 0.9960462118923508
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9472384495881317
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.8098939899081377
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999666611524678
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9943864100866201
Sequence63.csv_1: True Class: A, Predicted: B, Probability: 0.8863521141459255
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 0.9999895433005236
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.9999553260905883
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9387819322971844
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.999969105849158
Sequence634.csv_1: True Class: A, Predicted: B, Probability: 0.999681489216722
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.6843095086248285
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.9999151827729806
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9921368681009144
Sequence638.csv_1: True Class: B, Predicted: A, Probability: 0.9999965121377339
Sequence639.csv_1: True Class: A, Predicted: B, Probability: 0.9982538337451393
