Sequence549.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.8938321952151418
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999985178882935
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999940542375
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.999980412665794
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998712
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9999760635637074
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9999999956906696
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999930875854207
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9142027532483947
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9644056431914555
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9998313064973225
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999963579
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995904373
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999351266588715
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999994488
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999828
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999934740798
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.999999999998455
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9988138714835674
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999925
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.999999999546855
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999998691685734
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9999892325031928
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999999862756472
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999720877
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999989881
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997565053
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999887947
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999796169639
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999990223
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.999999963451364
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.9999966178162079
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9251499362244539
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.8604249220122432
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999994058
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9985097586138507
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999991030254
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9958699633246264
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9999999950672879
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9995413137067615
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995067034
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9998611830090646
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9758392866796651
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999275464090408
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.999999999453017
Sequence61.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998866
Sequence610.csv_1: True Class: B, Predicted: A, Probability: 0.999704166901143
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998783
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.9927669745263497
Sequence613.csv_1: True Class: B, Predicted: B, Probability: 0.9956275936197616
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9504002223083922
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9994719546807421
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9996296982675416
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence620.csv_1: True Class: B, Predicted: A, Probability: 0.99999349654089
Sequence621.csv_1: True Class: B, Predicted: B, Probability: 0.999776865634922
Sequence622.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9999999968818413
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9999955230525237
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999997339915421
