Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9969745396151217
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.994706762110074
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.652555469509752
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9205929223682359
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999973653683492
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9989474327494576
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9401430365154064
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999785378853833
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9946522936660742
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9902092706802496
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999541863155523
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9073016144540746
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.8949817168677267
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9988436758859705
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9999944114106943
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9372446986861086
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9166388171079001
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999881507538629
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9993098807884635
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.931812931637835
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9601156791851647
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9649967559300096
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.8521303029139689
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.7208636595451696
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.9439517014016997
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.5919811426726911
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9895567370726498
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9998185973303516
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.999880518742884
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999477166372
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999469877305924
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9676696120246948
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9674588804462774
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.6468976379172795
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.8931368140074067
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9914936095714482
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9997215511644264
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.885947391690308
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.6603444437202616
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.6864078283075993
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.5744713774334842
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9831150352882996
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9225173896567903
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.5009179154177786
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9856428057313904
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9993118240213668
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9149806027493621
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.998025985336911
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.7422971238442984
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9865881284254173
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9978377060984102
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 0.9996881788013238
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.8470162433287317
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.947485456615063
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9989943357209601
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9469683890001057
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999905596836923
