Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999993451891657
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999327749702291
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9997355829959795
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999888912
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999986
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999999780200014
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999999836407515
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999993
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999531382229172
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999999776633496
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.9998787864141238
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999996
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9999992481589787
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999964614
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9754555125323989
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.9999642384827901
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999993
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999980867176
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9991819071478919
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999957
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999812
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999844958172165
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999155958
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 1.0
