Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9476532201818388
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999616575363954
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.8651495038349993
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9995207122808972
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9986988355340068
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9853732584820839
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999959477587695
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9999923051396138
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9999897460437305
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.8423524513750025
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.8933425953137084
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.7638060467748345
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999468912856141
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9999868381741525
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.8158484651429341
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.999997605541425
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999479014007093
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9985514284056898
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.9998612701686862
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.5850655761843703
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999586439046406
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.5450767767435429
Sequence569.csv_1: True Class: B, Predicted: A, Probability: 0.9670548645771904
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.998789400876138
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9920878515126859
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9998679158902773
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999628982954429
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.975299637995499
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.8946430413355749
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9995674643254691
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999990712669932
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.7389164862120197
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.986316969678186
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9971831008433346
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9995501130377353
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9637288739352514
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.8761872794756549
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.997369444846372
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9970722872180783
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9997701396458532
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9998329229655182
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9996312274130384
Sequence587.csv_1: True Class: B, Predicted: A, Probability: 0.9999998769752005
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.9740316147676243
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9802228401947433
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9659239771224999
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.6044590530928811
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.6363822814693424
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999720834089905
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.7421901177628087
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999996891773528
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9670532944531888
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9999989498526238
Sequence597.csv_1: True Class: B, Predicted: A, Probability: 0.999730677556258
Sequence598.csv_1: True Class: A, Predicted: B, Probability: 0.9999999091387538
Sequence599.csv_1: True Class: B, Predicted: A, Probability: 0.9999586700886682
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.8677375341881746
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9900559568286119
Sequence600.csv_1: True Class: A, Predicted: B, Probability: 0.9999846657507299
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9915715897929489
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9814298196989133
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9929637522935195
Sequence604.csv_1: True Class: A, Predicted: B, Probability: 0.8261945259078818
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9956997995858853
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9892357999220249
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9990996867422512
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.8941011741291055
Sequence609.csv_1: True Class: A, Predicted: B, Probability: 0.9976638076267049
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.8144526599948801
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.9999497134800094
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9985991400518419
Sequence612.csv_1: True Class: A, Predicted: B, Probability: 0.99975573925734
Sequence613.csv_1: True Class: B, Predicted: A, Probability: 0.9963804529070479
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.9991875225252353
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.9982254759049443
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 0.9992594921129799
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.9999999985409371
Sequence618.csv_1: True Class: A, Predicted: B, Probability: 0.9670505575979883
Sequence619.csv_1: True Class: B, Predicted: B, Probability: 0.7126138954983023
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9962555927212556
Sequence620.csv_1: True Class: B, Predicted: A, Probability: 0.9903639878020083
Sequence621.csv_1: True Class: B, Predicted: B, Probability: 0.9982067905955412
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.9998404280308993
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.6259045350222298
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9323043177129366
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 0.8474109088989958
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.8386289204832124
Sequence627.csv_1: True Class: B, Predicted: B, Probability: 0.865382673921042
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.9508982123960658
Sequence629.csv_1: True Class: B, Predicted: B, Probability: 0.6029789310789678
Sequence63.csv_1: True Class: B, Predicted: A, Probability: 0.9668650497627501
Sequence630.csv_1: True Class: B, Predicted: B, Probability: 0.528901173437732
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.9837996163962216
Sequence632.csv_1: True Class: A, Predicted: B, Probability: 0.9362031370089242
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.975732303661223
Sequence634.csv_1: True Class: B, Predicted: A, Probability: 0.9949280922574854
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9998274920007446
Sequence636.csv_1: True Class: B, Predicted: B, Probability: 0.8401508861444034
Sequence637.csv_1: True Class: B, Predicted: B, Probability: 0.9980576108213479
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.6534637917740859
Sequence639.csv_1: True Class: B, Predicted: A, Probability: 0.9997359013436631
Sequence64.csv_1: True Class: B, Predicted: A, Probability: 0.9052542368747845
Sequence640.csv_1: True Class: B, Predicted: A, Probability: 0.9976512691319797
Sequence641.csv_1: True Class: B, Predicted: B, Probability: 0.9966817749678173
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.9988119053928303
Sequence643.csv_1: True Class: A, Predicted: B, Probability: 0.7488550223968388
Sequence644.csv_1: True Class: B, Predicted: B, Probability: 0.7368133499353645
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9999988741008133
Sequence646.csv_1: True Class: A, Predicted: A, Probability: 0.8797520665958785
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9999999544677076
Sequence648.csv_1: True Class: A, Predicted: B, Probability: 0.9989896494147174
Sequence649.csv_1: True Class: B, Predicted: B, Probability: 0.9924909369415921
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.9502169145376408
Sequence650.csv_1: True Class: B, Predicted: B, Probability: 0.9999807074379343
Sequence651.csv_1: True Class: B, Predicted: A, Probability: 0.6222286809548027
Sequence652.csv_1: True Class: B, Predicted: A, Probability: 0.9999844667564254
Sequence653.csv_1: True Class: B, Predicted: A, Probability: 0.7173461047582632
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.9994935496291417
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.994208993785849
Sequence656.csv_1: True Class: B, Predicted: A, Probability: 0.9116486877374738
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.9998994718752873
Sequence658.csv_1: True Class: B, Predicted: B, Probability: 0.9626807049568923
Sequence659.csv_1: True Class: B, Predicted: A, Probability: 0.9981655619104133
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 0.6553521505669938
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.9660610320292209
Sequence661.csv_1: True Class: B, Predicted: A, Probability: 0.9998124328378771
Sequence662.csv_1: True Class: B, Predicted: B, Probability: 0.9983590071633269
Sequence663.csv_1: True Class: A, Predicted: B, Probability: 0.7261367582627319
Sequence664.csv_1: True Class: B, Predicted: A, Probability: 0.925380695131081
Sequence665.csv_1: True Class: B, Predicted: B, Probability: 0.9999995181916248
