Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9969434675606361
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9947696985628671
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.6653448704177606
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9214734348634616
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9999973604716563
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9989493826217406
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.940713507251036
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999788229502629
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9947231676360627
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9903019418260763
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999548184739203
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9044342053829044
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.8949817168677267
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9988415291495479
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9999942673063047
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.936452605193247
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9166388171078996
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999878529333098
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9992934645738432
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9319305964156287
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9578849953170917
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9649967559300096
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.8536505274826663
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.7208636595451692
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.945782089396308
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.5915330603417766
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9898156243481256
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9998163914305493
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9998819505336884
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999465031686
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999444347099165
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9676112299336302
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9684871005855985
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.6526811464508089
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.8942952371560668
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9916591045729289
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9997215511644264
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.8847928499490543
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.6554817658938359
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.6888800684928822
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.5772890175736333
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9831150352882996
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9224208324376659
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.5038159603188131
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9856428057313904
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9993118240213668
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9151251080325187
Sequence591.csv_1: True Class: A, Predicted: B, Probability: 0.9980644649703861
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.7429084602008279
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9862826315353003
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9978702994553929
