Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9990728474342853
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999999908411052
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.999997919839635
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9997442000053051
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999983157117
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999994813353635
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999441606
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999971
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9998642470258413
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.999999990504536
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999998043534546
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999999014422543
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9996041791572731
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999999888951836
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999605
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998573919
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999998652
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999999
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999991263
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999657
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999975788414274
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998901
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.999880043627712
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9998768951679801
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9995274101001584
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999963
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.8753906469319651
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9999742083160744
Sequence583.csv_1: True Class: B, Predicted: A, Probability: 0.9642496333472259
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999881598
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999589458
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999992
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999847063
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9977165141308263
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9999986306441451
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999994
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9732977723880915
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.9999999980271856
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999974535
Sequence595.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.94638115724722
Sequence597.csv_1: True Class: B, Predicted: B, Probability: 0.9999999969815107
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9960524755885883
Sequence599.csv_1: True Class: B, Predicted: B, Probability: 0.9986010404629029
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998421
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.9925863358532419
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9999999700487955
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999984034
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence604.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9998396330604592
Sequence606.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999984
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.8824491648607043
Sequence608.csv_1: True Class: B, Predicted: B, Probability: 0.9999725993951086
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9999999990609822
Sequence61.csv_1: True Class: B, Predicted: B, Probability: 0.9979080577409934
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999996
Sequence611.csv_1: True Class: B, Predicted: B, Probability: 0.9999999611239102
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.9996997156499137
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 0.9999986774432887
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 1.0
