Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.8690765987085767
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9994000962518816
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.720853591843843
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.5083056295815527
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.999999999974517
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.7327708480954559
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.7169054548560946
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.6537070880133764
Sequence556.csv_1: True Class: B, Predicted: A, Probability: 0.9679828782232571
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.9972701483506818
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.8698843317636425
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9999999982951138
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.8193373898222011
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9999997504209326
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9969085647442881
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9999569965794197
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.8724472207237242
Sequence564.csv_1: True Class: B, Predicted: A, Probability: 0.9903268478386378
Sequence565.csv_1: True Class: B, Predicted: A, Probability: 0.9796385354025186
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9996198219897091
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9999999822530523
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9464775393382805
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.999994317450567
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999983197064
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.7593062142051066
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9903647130770143
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999490038
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.999994255923585
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9990017612936594
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.999984448683891
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.7993666997212049
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9999966241036368
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999983049526753
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9365913449651881
Sequence58.csv_1: True Class: B, Predicted: A, Probability: 0.9241627833582158
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.803891969033389
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999993310791389
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.748541279320157
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9999999414883526
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.999728098067069
Sequence585.csv_1: True Class: A, Predicted: B, Probability: 0.9999872165033992
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9605177292546982
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.8983945163541495
Sequence588.csv_1: True Class: A, Predicted: B, Probability: 0.8533342717729482
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9282238831724355
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9999937916890556
Sequence590.csv_1: True Class: B, Predicted: B, Probability: 0.9984924124124015
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 0.9925294497287792
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9997547305417734
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9999313520476627
