Sequence549.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9007785823163498
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999986245097781
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999942388378
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999822864682029
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999998744
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9999771689813004
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9999999958952621
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999934199562908
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.919908516183521
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9627633701192588
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9998359791564349
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999966211
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996208766
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999398446485873
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999994743
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999835
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.999999994063681
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999985709
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9988998350031963
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999993
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995801099
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence575.csv_1: True Class: B, Predicted: B, Probability: 0.9999998722659917
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9999900391502393
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9999999873818317
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999741489
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999990653
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997747029
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999890589
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999998
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9999999801118098
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999990637
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9999999636671788
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.9999968870123904
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9318847423840181
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence591.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.8715227521113051
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999452
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence596.csv_1: True Class: A, Predicted: B, Probability: 0.9985724811801443
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.999999999185172
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9960493123317992
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9999999954255712
