Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999876106
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999779900464404
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9571641087814698
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9989569690773162
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999173673923327
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999933095748941
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999999992212729
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.5817961097409468
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9998551925027127
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9996770846118302
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999998980284367
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.996586518148206
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999988842
Sequence563.csv_1: True Class: A, Predicted: B, Probability: 0.9987749228647314
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999994979260489
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9981426096283745
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9999959580943285
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9985726430577703
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9858748064275412
Sequence570.csv_1: True Class: A, Predicted: B, Probability: 0.6190388660403068
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999978729858
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9997613267727563
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998916091
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9998146586084832
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9999998151699104
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.8751436704458361
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.819302819955492
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.999867871778767
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.9999687435868193
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999991
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999178398
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999999234315754
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999703574574
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999969942630261
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999957908481126
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999985298744
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999997247721361
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.6008672357701069
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9999957904793358
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.9454006160653724
