Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9258904067218202
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.965769253569262
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.9999405023571154
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9634598413604337
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.8403702912633488
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.9997667080152723
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9545779999075754
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.7894331557345395
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.9999717588766235
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9958932358450878
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.8118509589168618
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.7385635431738419
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.997954381927669
Sequence560.csv_1: True Class: A, Predicted: B, Probability: 0.9985959950771599
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9987878026851602
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9570428013976939
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9999916090634831
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9918467621636653
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.6471784389796139
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9981075946629284
Sequence567.csv_1: True Class: B, Predicted: B, Probability: 0.9889274026259466
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9995435483424626
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999578349766352
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.767080582536274
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.5212057835950575
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9999605302110078
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.999876208357305
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.999685573269466
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.8595508935809908
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9904954040035816
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.7308422955127596
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.930884157063567
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.9828577879819682
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.8419766890262306
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.8717011147294413
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.952889066943793
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9999993209907949
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9998376408989402
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.9885044728168204
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.9357553457754726
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9660738986306987
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.7462489993183844
Sequence587.csv_1: True Class: B, Predicted: B, Probability: 0.999961188638565
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9988154012496047
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.8247227692586362
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9949942639275648
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9971191141902181
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.99990044785249
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.9992525835857368
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.9999397677716786
