Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.8533628722874015
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.9497435247934103
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9321149459899776
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9944127951145076
Sequence552.csv_1: True Class: B, Predicted: A, Probability: 0.6723049182718661
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.8895574563739406
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9838373117904361
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.999999895260151
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.8536637146933997
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9992848297615786
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999549416645935
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.9542097013434454
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9998422257673212
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9997758113158367
Sequence561.csv_1: True Class: A, Predicted: B, Probability: 0.9900182056281491
Sequence562.csv_1: True Class: A, Predicted: B, Probability: 0.9999999975641025
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9988587895466632
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9947232319692174
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.999869842483489
Sequence566.csv_1: True Class: B, Predicted: A, Probability: 0.9999992033268785
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9645621165340443
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.5226474670722246
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.9998041237105787
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 0.556695966384937
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9403106435889523
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9999999798580385
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.9723948477664974
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9991531767858203
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9988988642170471
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.998390894351292
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9999201943440928
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.8118305051908514
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.7788270741236296
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.9329955958340396
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.871342401348715
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9998847430083893
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9999482106626856
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.969896034969949
Sequence583.csv_1: True Class: B, Predicted: B, Probability: 0.997999116774036
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 0.8313313033189695
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9999457093921325
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999880477391053
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9718512192664797
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999982463261815
Sequence589.csv_1: True Class: A, Predicted: B, Probability: 0.990333318093648
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9999490322104053
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.5576625447660283
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9999654051657546
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.9843035928101564
Sequence593.csv_1: True Class: A, Predicted: B, Probability: 0.5245617721135153
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9752621082583007
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.7002933243170533
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9993299083917496
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.998546468622674
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999919774917398
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.999758658801766
