Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9997662811114707
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9963197584567877
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9876610618463064
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9999999973582098
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999999945665665
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.9999999994287241
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999933105275155
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999962285
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 0.999999999892218
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.9998936148098629
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999839191
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999999974630972
Sequence56.csv_1: True Class: B, Predicted: A, Probability: 0.8218547272448975
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999995547720143
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.545894428363486
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.98130540283911
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9995470739033381
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.999992548787709
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999978604
Sequence566.csv_1: True Class: B, Predicted: B, Probability: 0.9998587327990944
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.8459528341298304
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.851100941729886
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9895425341077424
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999576780144059
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999908958
Sequence571.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999743893
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9999992876550218
Sequence573.csv_1: True Class: B, Predicted: A, Probability: 0.9999993823216716
Sequence574.csv_1: True Class: A, Predicted: B, Probability: 0.9999999997697382
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.9999999184799638
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9999567052217715
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9535178929383875
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.9818997301947925
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9984531956976478
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997736477
Sequence580.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999996645
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9984151876839514
Sequence582.csv_1: True Class: B, Predicted: B, Probability: 0.9999999997514218
Sequence583.csv_1: True Class: B, Predicted: A, Probability: 0.9999999929478919
Sequence584.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999021427
Sequence585.csv_1: True Class: B, Predicted: B, Probability: 0.9997828556882498
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9937357684524128
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9271121412162565
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9113473230834267
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.999999981498562
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.999975610045976
Sequence590.csv_1: True Class: B, Predicted: A, Probability: 0.9987646242482278
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.999999999998075
Sequence592.csv_1: True Class: B, Predicted: B, Probability: 0.6498683663258101
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9803783329047515
Sequence594.csv_1: True Class: B, Predicted: B, Probability: 0.9999999052526273
Sequence595.csv_1: True Class: A, Predicted: B, Probability: 0.999966248095923
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.9191021277372988
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9797024574481229
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.99999980905147
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.999990056214275
Sequence6.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995035675
Sequence60.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999954
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9252905488268708
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.999999999999649
Sequence602.csv_1: True Class: B, Predicted: B, Probability: 0.9180737415783036
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.9999997919645255
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.999999400351738
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999982
Sequence606.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999993038
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9999084790282621
