Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9965469924399188
Sequence55.csv_1: True Class: A, Predicted: B, Probability: 0.7678599971074871
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.7659601414324301
Sequence551.csv_1: True Class: B, Predicted: B, Probability: 0.9740224477580627
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9143080486202967
Sequence553.csv_1: True Class: A, Predicted: B, Probability: 0.7388882373571761
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.7969163204731949
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.8864291726794619
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9886759526515969
Sequence557.csv_1: True Class: B, Predicted: B, Probability: 0.9999582588347435
Sequence558.csv_1: True Class: A, Predicted: B, Probability: 0.5654430785193237
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9905824975999239
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9176635086513444
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9906436438126554
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9768807273067567
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.8439804095783165
Sequence563.csv_1: True Class: B, Predicted: A, Probability: 0.9863391981738355
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9892896383076776
Sequence565.csv_1: True Class: A, Predicted: B, Probability: 0.9220218915016823
Sequence566.csv_1: True Class: A, Predicted: B, Probability: 0.9999996293402588
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 0.9777505745722895
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.9943700740388512
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.7179291980627613
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.9997984834599083
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.752784694243885
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.9941504292976399
Sequence572.csv_1: True Class: B, Predicted: A, Probability: 0.9998867775620071
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9968278631271136
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.5992951945111137
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9998906055542023
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.8930719538433477
Sequence577.csv_1: True Class: B, Predicted: B, Probability: 0.9996621029435685
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9347758938460853
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.8239598630562427
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.5655102456181925
Sequence580.csv_1: True Class: A, Predicted: B, Probability: 0.9999689482934471
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9991973768216997
Sequence582.csv_1: True Class: B, Predicted: A, Probability: 0.9996579929428646
Sequence583.csv_1: True Class: A, Predicted: B, Probability: 0.6515899882165654
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.692992731500943
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9937781244511782
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.982969685917905
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.9997893602942963
Sequence588.csv_1: True Class: B, Predicted: A, Probability: 0.9785559767069417
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.99460121470145
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.8186593722628539
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999998866138198
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.999992135933945
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.9999728973763393
Sequence593.csv_1: True Class: B, Predicted: A, Probability: 0.8972773306237871
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.9968881900886432
Sequence595.csv_1: True Class: B, Predicted: A, Probability: 0.9998667214374206
Sequence596.csv_1: True Class: B, Predicted: A, Probability: 0.9843715086023004
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.7686630763658912
Sequence598.csv_1: True Class: B, Predicted: B, Probability: 0.9568578926917736
Sequence599.csv_1: True Class: B, Predicted: A, Probability: 0.9893751135610538
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.9982324255497929
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9877686802587454
Sequence600.csv_1: True Class: B, Predicted: B, Probability: 0.9999962287730969
Sequence601.csv_1: True Class: A, Predicted: B, Probability: 0.9993279472236284
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9819719004931612
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.9040472098931642
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9866235864786305
Sequence605.csv_1: True Class: B, Predicted: A, Probability: 0.9892235581880917
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9949954239699893
Sequence607.csv_1: True Class: A, Predicted: B, Probability: 0.9983031616073824
Sequence608.csv_1: True Class: A, Predicted: B, Probability: 0.7032991452925839
Sequence609.csv_1: True Class: B, Predicted: B, Probability: 0.9631436021921765
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9611236055914631
Sequence610.csv_1: True Class: A, Predicted: B, Probability: 0.9881617082028531
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9549084260500184
Sequence612.csv_1: True Class: B, Predicted: B, Probability: 0.8781321383229875
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.9999929081001923
Sequence614.csv_1: True Class: A, Predicted: B, Probability: 0.8945971319079283
Sequence615.csv_1: True Class: B, Predicted: B, Probability: 0.7381773865209671
Sequence616.csv_1: True Class: A, Predicted: A, Probability: 0.9450069556146367
Sequence617.csv_1: True Class: B, Predicted: B, Probability: 0.9686761235150778
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.999885658475819
Sequence619.csv_1: True Class: A, Predicted: B, Probability: 0.7248766656047431
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.9997156272246762
Sequence620.csv_1: True Class: A, Predicted: B, Probability: 0.983765155680803
Sequence621.csv_1: True Class: A, Predicted: B, Probability: 0.9999936145474042
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 0.999913491452686
Sequence623.csv_1: True Class: B, Predicted: B, Probability: 0.7124597382533963
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9859324693958078
Sequence625.csv_1: True Class: A, Predicted: B, Probability: 0.8523221126389998
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.9452990611216511
Sequence627.csv_1: True Class: A, Predicted: B, Probability: 0.9999891135878284
Sequence628.csv_1: True Class: A, Predicted: B, Probability: 0.7705980496245002
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.7840738365051471
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999988597408619
Sequence630.csv_1: True Class: A, Predicted: B, Probability: 0.9998763619364281
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.9999731017256781
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9981333890195236
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9999970065581285
Sequence634.csv_1: True Class: B, Predicted: A, Probability: 0.9995813565056981
Sequence635.csv_1: True Class: B, Predicted: B, Probability: 0.9385222057473985
Sequence636.csv_1: True Class: B, Predicted: A, Probability: 0.8326112425628257
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.9990884900439876
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.8688677903205081
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.9980947963321937
