Sequence549.csv_1: True Class: A, Predicted: B, Probability: 0.9234802999584699
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999999840542478
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999987493342141
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9928715771573845
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999999878264272
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999976
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999821
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999952679012
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9999999772594922
Sequence560.csv_1: True Class: B, Predicted: B, Probability: 0.9999999584824327
Sequence561.csv_1: True Class: B, Predicted: A, Probability: 0.9996691192291113
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999897
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999909915523
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999023
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999449
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996022381
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997969121
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9988715245575409
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.999999999998927
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999908
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9993442187284037
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999967911
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.994583787749882
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999274
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999909979158
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.998553933761687
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997174224
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence584.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9866176941479898
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999986
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.9999999984259658
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence59.csv_1: True Class: A, Predicted: B, Probability: 0.9999997511838126
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.9999556742419734
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999877
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999864783497991
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence597.csv_1: True Class: A, Predicted: B, Probability: 0.9999999958498512
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9987893476509951
Sequence6.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999986
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9382225817069938
Sequence602.csv_1: True Class: A, Predicted: B, Probability: 0.9999999898488047
Sequence603.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999554084
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999719229
Sequence605.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence606.csv_1: True Class: B, Predicted: A, Probability: 0.9999989917128997
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.9999998083243561
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.8221310791919425
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999999905860748
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9989134138985641
Sequence610.csv_1: True Class: B, Predicted: B, Probability: 0.9990779536845256
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence613.csv_1: True Class: A, Predicted: A, Probability: 0.9999999654552567
Sequence614.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999876619
Sequence616.csv_1: True Class: B, Predicted: B, Probability: 0.9975514232655887
Sequence617.csv_1: True Class: B, Predicted: A, Probability: 0.5112577627647125
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999996999255213
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence62.csv_1: True Class: A, Predicted: B, Probability: 0.7456236648660485
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.6341612607547834
Sequence621.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence622.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9999995212628259
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence625.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence626.csv_1: True Class: A, Predicted: B, Probability: 0.9393042420404192
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 0.999999999782211
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence629.csv_1: True Class: A, Predicted: B, Probability: 0.8826057024516338
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999999910910629
Sequence630.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence631.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999953663
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999997331
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999684
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.9999826586062391
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence637.csv_1: True Class: A, Predicted: A, Probability: 0.998437736477098
Sequence638.csv_1: True Class: A, Predicted: A, Probability: 0.9949598283378629
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999997
Sequence64.csv_1: True Class: A, Predicted: B, Probability: 0.9351294546632202
Sequence640.csv_1: True Class: A, Predicted: A, Probability: 0.9999985332073833
Sequence641.csv_1: True Class: B, Predicted: B, Probability: 0.9999999949838222
Sequence642.csv_1: True Class: A, Predicted: A, Probability: 0.8651340477997537
Sequence643.csv_1: True Class: B, Predicted: A, Probability: 0.9999940831168389
Sequence644.csv_1: True Class: B, Predicted: B, Probability: 0.9999991628928846
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999639277
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999956
Sequence647.csv_1: True Class: A, Predicted: B, Probability: 0.8902519932612624
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9999957681228087
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence65.csv_1: True Class: A, Predicted: A, Probability: 0.9999511647253209
Sequence650.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 0.9999999967328307
Sequence652.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999622554
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.9999998281909991
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.9994794086492834
Sequence655.csv_1: True Class: A, Predicted: B, Probability: 0.9136415845521318
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.8754994130890741
Sequence657.csv_1: True Class: B, Predicted: A, Probability: 0.9999999677716335
Sequence658.csv_1: True Class: A, Predicted: B, Probability: 0.7932847303909685
Sequence659.csv_1: True Class: B, Predicted: B, Probability: 0.9999988424776158
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.9999997750179076
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998513
Sequence662.csv_1: True Class: A, Predicted: B, Probability: 0.9390772988780225
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence664.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998295
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9999652307712545
Sequence668.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995604443
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998847322
Sequence67.csv_1: True Class: B, Predicted: A, Probability: 0.9990248887013338
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999817478
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence672.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence673.csv_1: True Class: B, Predicted: B, Probability: 0.9342251394308754
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 1.0
