Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.6143520048202986
Sequence55.csv_1: True Class: B, Predicted: B, Probability: 0.9999975783467668
Sequence550.csv_1: True Class: A, Predicted: B, Probability: 0.9999826203542554
Sequence551.csv_1: True Class: B, Predicted: A, Probability: 0.9999485879303879
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.999432133205708
Sequence553.csv_1: True Class: B, Predicted: B, Probability: 0.999997857535869
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.999248369122955
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999998465731379
Sequence556.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence557.csv_1: True Class: B, Predicted: A, Probability: 0.999991004109663
Sequence558.csv_1: True Class: B, Predicted: B, Probability: 0.9999656528617205
Sequence559.csv_1: True Class: B, Predicted: A, Probability: 0.8552937776232881
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9993921973114596
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9426940605029828
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9999999955532248
Sequence562.csv_1: True Class: B, Predicted: A, Probability: 0.9783497969198276
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 0.9999304032267741
Sequence564.csv_1: True Class: A, Predicted: B, Probability: 0.9999999946166657
Sequence565.csv_1: True Class: B, Predicted: B, Probability: 0.9999996963312561
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999953
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9908410183398436
Sequence568.csv_1: True Class: B, Predicted: B, Probability: 0.9996981702840604
Sequence569.csv_1: True Class: B, Predicted: B, Probability: 0.9999959554007408
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999954548005522
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.797524246927385
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999581
Sequence572.csv_1: True Class: B, Predicted: B, Probability: 0.9999115145124818
Sequence573.csv_1: True Class: B, Predicted: B, Probability: 0.9999994832214777
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999999969747528
Sequence575.csv_1: True Class: B, Predicted: A, Probability: 0.9996997748918419
Sequence576.csv_1: True Class: B, Predicted: A, Probability: 0.9999444130562438
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999999866738523
Sequence578.csv_1: True Class: B, Predicted: B, Probability: 0.999990957043876
Sequence579.csv_1: True Class: B, Predicted: B, Probability: 0.999999999996452
Sequence58.csv_1: True Class: B, Predicted: B, Probability: 0.999999999864971
Sequence580.csv_1: True Class: B, Predicted: A, Probability: 0.5572741073868185
Sequence581.csv_1: True Class: B, Predicted: B, Probability: 0.9999999204802579
