Sequence549.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998691
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.997312416538005
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999825554957
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9999988108887876
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.9999999803057841
Sequence555.csv_1: True Class: A, Predicted: B, Probability: 0.9999999071070739
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9147219915625889
Sequence557.csv_1: True Class: A, Predicted: B, Probability: 0.5834010206495361
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999932283464
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9999915303676821
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999255241
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9999991146154831
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999999996336076
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999301
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999987996
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999914168784609
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9998839078865612
Sequence568.csv_1: True Class: A, Predicted: B, Probability: 0.7966433297967066
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence57.csv_1: True Class: A, Predicted: B, Probability: 0.6193435623099076
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 0.9991650470101884
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999997747712542
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9841537874375237
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.99995754535229
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9824047957319062
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9999796783630955
Sequence576.csv_1: True Class: A, Predicted: A, Probability: 0.9999997679761908
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999943403923589
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999993846666902
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.999999974522043
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999934421087
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999761082701
Sequence581.csv_1: True Class: A, Predicted: B, Probability: 0.9990941483143432
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999974333
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9988257613171913
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.9999992686506415
Sequence585.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998526
Sequence586.csv_1: True Class: A, Predicted: A, Probability: 0.9999995809806579
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.999999999602362
Sequence588.csv_1: True Class: B, Predicted: B, Probability: 0.6738755498109215
Sequence589.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999941106
Sequence59.csv_1: True Class: A, Predicted: A, Probability: 0.9999999864013017
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence591.csv_1: True Class: A, Predicted: A, Probability: 0.9999978235193124
Sequence592.csv_1: True Class: A, Predicted: A, Probability: 0.99999999999829
Sequence593.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999403596
Sequence594.csv_1: True Class: A, Predicted: A, Probability: 0.9999999989675702
Sequence595.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence596.csv_1: True Class: A, Predicted: A, Probability: 0.9999995172769717
Sequence597.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999855
Sequence598.csv_1: True Class: A, Predicted: A, Probability: 0.9994875263616156
Sequence599.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999993
Sequence6.csv_1: True Class: A, Predicted: B, Probability: 0.9953719863140731
Sequence60.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999995527
Sequence600.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999973138
Sequence601.csv_1: True Class: A, Predicted: A, Probability: 0.9484422132858621
Sequence602.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999997
Sequence603.csv_1: True Class: A, Predicted: B, Probability: 0.8416196109904304
Sequence604.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998139
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9998363717378218
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9998668535232609
Sequence607.csv_1: True Class: A, Predicted: A, Probability: 0.999990691772689
Sequence608.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999987
Sequence609.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999983894
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9986307598175441
Sequence610.csv_1: True Class: B, Predicted: A, Probability: 0.9999320025051931
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.7051785929182174
Sequence612.csv_1: True Class: A, Predicted: A, Probability: 0.999999949392923
Sequence613.csv_1: True Class: A, Predicted: B, Probability: 0.7738517691829333
Sequence614.csv_1: True Class: A, Predicted: A, Probability: 0.9999924628489802
Sequence615.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence616.csv_1: True Class: B, Predicted: A, Probability: 0.9999074442537635
Sequence617.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence618.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999913513
Sequence619.csv_1: True Class: A, Predicted: A, Probability: 0.9457531727211683
Sequence62.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999659
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9963528735174968
Sequence621.csv_1: True Class: A, Predicted: B, Probability: 0.9914934036464818
Sequence622.csv_1: True Class: A, Predicted: B, Probability: 0.9617248884859942
Sequence623.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999993
Sequence624.csv_1: True Class: A, Predicted: A, Probability: 0.9999491205475005
Sequence625.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence626.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999852107
Sequence627.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence628.csv_1: True Class: A, Predicted: A, Probability: 0.999999830524564
Sequence629.csv_1: True Class: A, Predicted: A, Probability: 0.9999600229686438
Sequence63.csv_1: True Class: B, Predicted: A, Probability: 0.9974048069052179
Sequence630.csv_1: True Class: A, Predicted: B, Probability: 0.9907916354171067
Sequence631.csv_1: True Class: A, Predicted: B, Probability: 0.999985638005498
Sequence632.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999974
Sequence633.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence634.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999797
Sequence635.csv_1: True Class: A, Predicted: A, Probability: 0.9998850898301195
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.8360836269503528
Sequence637.csv_1: True Class: A, Predicted: B, Probability: 0.9999955952352907
Sequence638.csv_1: True Class: A, Predicted: B, Probability: 0.9999494242869394
Sequence639.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence64.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999999
Sequence640.csv_1: True Class: A, Predicted: B, Probability: 0.9919830519133378
Sequence641.csv_1: True Class: A, Predicted: B, Probability: 0.7494314748243238
Sequence642.csv_1: True Class: A, Predicted: B, Probability: 0.9993639154784718
Sequence643.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence644.csv_1: True Class: A, Predicted: A, Probability: 0.9998951407453714
Sequence645.csv_1: True Class: A, Predicted: A, Probability: 0.9999999978530466
Sequence646.csv_1: True Class: A, Predicted: B, Probability: 0.9999999913054634
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999698339
Sequence648.csv_1: True Class: A, Predicted: A, Probability: 0.9999232371114125
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999983
Sequence65.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.9972880749439209
Sequence651.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence652.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence653.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999998
Sequence654.csv_1: True Class: A, Predicted: B, Probability: 0.9864252911884399
Sequence655.csv_1: True Class: A, Predicted: B, Probability: 0.9867482142979477
Sequence656.csv_1: True Class: A, Predicted: A, Probability: 0.9999668643548066
Sequence657.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence658.csv_1: True Class: B, Predicted: A, Probability: 0.9999932616941395
Sequence659.csv_1: True Class: A, Predicted: A, Probability: 0.9999979725662288
Sequence66.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999986
Sequence661.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence662.csv_1: True Class: A, Predicted: A, Probability: 0.9999999995176643
Sequence663.csv_1: True Class: A, Predicted: A, Probability: 0.999999999986156
Sequence664.csv_1: True Class: A, Predicted: B, Probability: 0.9999999266269661
Sequence665.csv_1: True Class: A, Predicted: A, Probability: 0.9998939399361957
Sequence666.csv_1: True Class: A, Predicted: A, Probability: 0.9906724412273857
Sequence667.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999992
Sequence668.csv_1: True Class: A, Predicted: B, Probability: 0.9999999996450609
Sequence669.csv_1: True Class: A, Predicted: A, Probability: 0.9743127102222132
Sequence67.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999826
Sequence670.csv_1: True Class: A, Predicted: A, Probability: 0.9999999836985759
Sequence671.csv_1: True Class: A, Predicted: A, Probability: 0.9999999979643809
Sequence672.csv_1: True Class: A, Predicted: B, Probability: 0.9999510605824441
Sequence673.csv_1: True Class: A, Predicted: B, Probability: 0.7591635925561497
Sequence674.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence675.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence676.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999989
Sequence677.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999577
Sequence678.csv_1: True Class: A, Predicted: A, Probability: 0.9999495254133225
Sequence679.csv_1: True Class: A, Predicted: A, Probability: 0.9999999989779143
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence680.csv_1: True Class: A, Predicted: A, Probability: 0.9999984776303736
Sequence681.csv_1: True Class: A, Predicted: A, Probability: 0.9999999998960242
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.9979028943375563
Sequence683.csv_1: True Class: A, Predicted: A, Probability: 0.9988269875033923
Sequence684.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence685.csv_1: True Class: B, Predicted: B, Probability: 0.999972902139778
Sequence686.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.9999998912800004
Sequence688.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999266049
Sequence689.csv_1: True Class: A, Predicted: A, Probability: 0.9999999031066914
Sequence69.csv_1: True Class: A, Predicted: B, Probability: 0.82906019963249
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9823505415170989
Sequence691.csv_1: True Class: B, Predicted: B, Probability: 0.9405702014610442
Sequence692.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997707362
Sequence693.csv_1: True Class: A, Predicted: B, Probability: 0.999999997235033
Sequence694.csv_1: True Class: B, Predicted: B, Probability: 0.9999999995557701
Sequence695.csv_1: True Class: A, Predicted: B, Probability: 0.9565886543322181
Sequence696.csv_1: True Class: A, Predicted: A, Probability: 0.9993823892067826
Sequence697.csv_1: True Class: A, Predicted: B, Probability: 0.892297461259835
Sequence698.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999949802
Sequence699.csv_1: True Class: A, Predicted: A, Probability: 0.9999997503930773
Sequence7.csv_1: True Class: A, Predicted: A, Probability: 0.9998986496653828
Sequence70.csv_1: True Class: A, Predicted: A, Probability: 0.9999999990604238
Sequence700.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999931
Sequence701.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999994672
Sequence702.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999571
Sequence703.csv_1: True Class: A, Predicted: B, Probability: 0.9999956795007077
Sequence704.csv_1: True Class: A, Predicted: A, Probability: 0.9999999946573719
Sequence705.csv_1: True Class: A, Predicted: A, Probability: 0.9999988890121132
Sequence706.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence707.csv_1: True Class: A, Predicted: A, Probability: 0.7804175603000909
Sequence708.csv_1: True Class: B, Predicted: B, Probability: 0.8900490173111496
Sequence709.csv_1: True Class: A, Predicted: A, Probability: 0.9999998811541493
Sequence71.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999901267
Sequence710.csv_1: True Class: A, Predicted: B, Probability: 0.990787246546212
Sequence711.csv_1: True Class: B, Predicted: A, Probability: 0.9999827197507775
Sequence712.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999997
Sequence713.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999747
Sequence714.csv_1: True Class: A, Predicted: A, Probability: 0.9971625708900594
Sequence715.csv_1: True Class: A, Predicted: A, Probability: 0.9999828003761632
Sequence716.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999657
Sequence717.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence718.csv_1: True Class: A, Predicted: A, Probability: 0.975828105543061
Sequence719.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence72.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999991
Sequence720.csv_1: True Class: B, Predicted: B, Probability: 0.9989110029661222
Sequence721.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999996
Sequence722.csv_1: True Class: A, Predicted: A, Probability: 0.541853371731927
Sequence723.csv_1: True Class: A, Predicted: B, Probability: 1.0
Sequence724.csv_1: True Class: A, Predicted: B, Probability: 0.9998955209113781
Sequence725.csv_1: True Class: B, Predicted: B, Probability: 0.998857419000157
Sequence726.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999923306
Sequence727.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999992
Sequence728.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence729.csv_1: True Class: A, Predicted: B, Probability: 0.9987345897829819
Sequence73.csv_1: True Class: A, Predicted: A, Probability: 0.9998853721605476
Sequence730.csv_1: True Class: A, Predicted: A, Probability: 0.9999998081970974
Sequence731.csv_1: True Class: A, Predicted: A, Probability: 0.999999999591871
Sequence732.csv_1: True Class: A, Predicted: A, Probability: 0.9998368242010751
Sequence733.csv_1: True Class: A, Predicted: B, Probability: 0.9999046525851389
Sequence734.csv_1: True Class: A, Predicted: B, Probability: 0.9580150149957665
Sequence735.csv_1: True Class: A, Predicted: A, Probability: 0.999877542627834
Sequence736.csv_1: True Class: A, Predicted: A, Probability: 0.9999996535888686
Sequence737.csv_1: True Class: A, Predicted: A, Probability: 0.9999999723368432
Sequence738.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997236385
Sequence739.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997001436
Sequence74.csv_1: True Class: B, Predicted: A, Probability: 0.9999999996502112
Sequence740.csv_1: True Class: A, Predicted: B, Probability: 0.9999260061338582
Sequence741.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999029688
Sequence742.csv_1: True Class: A, Predicted: B, Probability: 0.5997506772111493
Sequence743.csv_1: True Class: B, Predicted: B, Probability: 0.9916973733618204
Sequence744.csv_1: True Class: A, Predicted: A, Probability: 0.7446673271327775
Sequence745.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence746.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence747.csv_1: True Class: A, Predicted: B, Probability: 0.9999999998642992
Sequence748.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence749.csv_1: True Class: A, Predicted: B, Probability: 0.9999999995676655
Sequence75.csv_1: True Class: A, Predicted: A, Probability: 0.9999999460858996
Sequence750.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence751.csv_1: True Class: A, Predicted: B, Probability: 0.9999942967056391
Sequence752.csv_1: True Class: A, Predicted: B, Probability: 0.9999980389088509
Sequence753.csv_1: True Class: A, Predicted: A, Probability: 0.9959334925703551
Sequence754.csv_1: True Class: A, Predicted: A, Probability: 0.9841238197509133
Sequence755.csv_1: True Class: A, Predicted: A, Probability: 0.9996323144019056
Sequence756.csv_1: True Class: A, Predicted: A, Probability: 0.9999999744637503
Sequence757.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999993068
Sequence758.csv_1: True Class: A, Predicted: B, Probability: 0.9995241830228255
Sequence759.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence76.csv_1: True Class: A, Predicted: A, Probability: 0.999992161060835
Sequence760.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999989
Sequence761.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999983544
Sequence762.csv_1: True Class: A, Predicted: A, Probability: 0.9999999945764643
Sequence763.csv_1: True Class: A, Predicted: B, Probability: 0.8794473169610129
Sequence764.csv_1: True Class: A, Predicted: A, Probability: 0.9911640542754331
Sequence765.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence766.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence767.csv_1: True Class: A, Predicted: A, Probability: 0.9999942308344437
Sequence768.csv_1: True Class: A, Predicted: A, Probability: 0.9999801019275408
Sequence769.csv_1: True Class: A, Predicted: B, Probability: 0.9999999720333861
Sequence77.csv_1: True Class: A, Predicted: B, Probability: 0.9999999688561999
Sequence770.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999936152
Sequence771.csv_1: True Class: A, Predicted: B, Probability: 0.9999955983220453
Sequence772.csv_1: True Class: A, Predicted: B, Probability: 0.9836024871269289
Sequence773.csv_1: True Class: A, Predicted: A, Probability: 0.9916969262293881
