Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.9999999998862832
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999993551894168
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9998544392980818
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999386
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence554.csv_1: True Class: B, Predicted: B, Probability: 0.9999999535987751
Sequence555.csv_1: True Class: B, Predicted: B, Probability: 0.9999999957960126
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.999922801156325
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9614877434299433
Sequence559.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999977477
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9998949180169812
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.999999999999993
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9998949901560719
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9999406881564561
Sequence563.csv_1: True Class: B, Predicted: B, Probability: 1.0
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999999948
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999939449855796
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence567.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999999998
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999983417665238
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.99999999999999
Sequence57.csv_1: True Class: A, Predicted: A, Probability: 0.9999999975792981
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999997313535
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9989312405194339
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999996820933214
Sequence574.csv_1: True Class: B, Predicted: B, Probability: 0.9999999970922387
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.7805916102289835
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9990802240253469
Sequence577.csv_1: True Class: A, Predicted: A, Probability: 0.9999999970811716
Sequence578.csv_1: True Class: A, Predicted: B, Probability: 0.9999999999428155
Sequence579.csv_1: True Class: A, Predicted: B, Probability: 0.999999963015325
Sequence58.csv_1: True Class: A, Predicted: B, Probability: 0.869024992503906
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999909112
Sequence581.csv_1: True Class: A, Predicted: A, Probability: 0.9999999916879274
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9999934057134862
Sequence583.csv_1: True Class: B, Predicted: A, Probability: 0.627239815272215
Sequence584.csv_1: True Class: A, Predicted: B, Probability: 0.999989529694803
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9998248598347834
Sequence586.csv_1: True Class: A, Predicted: B, Probability: 0.9999872122010309
Sequence587.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999869308
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.5502288316082015
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.9999941684959822
Sequence59.csv_1: True Class: B, Predicted: A, Probability: 0.9994830174771973
Sequence590.csv_1: True Class: A, Predicted: B, Probability: 0.9849634471689973
