Sequence549.csv_1: True Class: B, Predicted: A, Probability: 0.9987037305721269
Sequence55.csv_1: True Class: C, Predicted: A, Probability: 0.9616737630042336
Sequence550.csv_1: True Class: B, Predicted: A, Probability: 0.8873717855018969
Sequence551.csv_1: True Class: A, Predicted: C, Probability: 0.9877115932078309
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9878595556317394
Sequence553.csv_1: True Class: C, Predicted: C, Probability: 0.9499868393858666
Sequence554.csv_1: True Class: C, Predicted: A, Probability: 0.9999930647692742
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.999999614797344
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9929821960865117
Sequence557.csv_1: True Class: C, Predicted: C, Probability: 0.9999999232477982
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9999580362892437
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.9999999160990168
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.9999999218438724
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9374138883834802
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.9949133163945205
Sequence562.csv_1: True Class: B, Predicted: B, Probability: 0.9993460892451901
Sequence563.csv_1: True Class: C, Predicted: C, Probability: 0.6664970020634627
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9999998636365781
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9984759910034545
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9954799661101259
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.8380191642224716
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.999981145112007
Sequence569.csv_1: True Class: C, Predicted: B, Probability: 0.6732840773801824
Sequence57.csv_1: True Class: C, Predicted: C, Probability: 0.9684138989221523
Sequence570.csv_1: True Class: B, Predicted: C, Probability: 0.999972444995925
Sequence571.csv_1: True Class: B, Predicted: C, Probability: 0.9999890959783245
Sequence572.csv_1: True Class: A, Predicted: B, Probability: 0.9986535475458019
Sequence573.csv_1: True Class: B, Predicted: C, Probability: 0.9059006754115102
Sequence574.csv_1: True Class: C, Predicted: C, Probability: 0.9904499428150378
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.7715131266340077
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9996891702654999
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.8631029249400443
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.965444063852312
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9968306518171758
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9999999985147277
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.999999994722329
Sequence581.csv_1: True Class: B, Predicted: A, Probability: 0.9502465123375452
Sequence582.csv_1: True Class: A, Predicted: B, Probability: 0.9999165960275959
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9999999922198736
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9999955379469673
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9998603720676439
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9431983991676272
Sequence587.csv_1: True Class: A, Predicted: C, Probability: 0.9993210671745968
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9986222652434135
Sequence589.csv_1: True Class: B, Predicted: A, Probability: 0.8289952348815908
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.5033407422475993
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9999955032828939
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9919073119441528
Sequence592.csv_1: True Class: A, Predicted: C, Probability: 0.9727271952214779
Sequence593.csv_1: True Class: B, Predicted: C, Probability: 0.9874833321881965
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.666568413874657
Sequence595.csv_1: True Class: C, Predicted: C, Probability: 0.9981270783557815
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.999973369804031
Sequence597.csv_1: True Class: C, Predicted: B, Probability: 0.8980328098724689
Sequence598.csv_1: True Class: C, Predicted: A, Probability: 0.9989561081940025
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9997508037640024
Sequence6.csv_1: True Class: C, Predicted: C, Probability: 0.9999985279729222
Sequence60.csv_1: True Class: B, Predicted: A, Probability: 0.9999999884277315
Sequence600.csv_1: True Class: C, Predicted: A, Probability: 0.9865732636775342
Sequence601.csv_1: True Class: B, Predicted: A, Probability: 0.956098126807949
Sequence602.csv_1: True Class: C, Predicted: B, Probability: 0.9999999997434645
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.9994911100338773
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.9624883542748208
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9999999918908272
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.9994490622319825
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9094170191554728
Sequence608.csv_1: True Class: A, Predicted: C, Probability: 0.8873417700607723
Sequence609.csv_1: True Class: C, Predicted: B, Probability: 0.9999558643373944
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9986879080819463
Sequence610.csv_1: True Class: A, Predicted: C, Probability: 0.9440773445695091
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.9247187436206732
Sequence612.csv_1: True Class: C, Predicted: B, Probability: 0.9846451584092364
Sequence613.csv_1: True Class: B, Predicted: C, Probability: 0.999943778723455
Sequence614.csv_1: True Class: C, Predicted: A, Probability: 0.6727493731378797
Sequence615.csv_1: True Class: B, Predicted: C, Probability: 0.5513883931470273
Sequence616.csv_1: True Class: C, Predicted: C, Probability: 0.71814116461595
Sequence617.csv_1: True Class: B, Predicted: C, Probability: 0.9161540872118935
Sequence618.csv_1: True Class: B, Predicted: B, Probability: 0.9906317223776167
Sequence619.csv_1: True Class: B, Predicted: A, Probability: 0.9978208759565209
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.6971211335800414
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.997563275080823
Sequence621.csv_1: True Class: B, Predicted: C, Probability: 0.9999998249503829
Sequence622.csv_1: True Class: B, Predicted: C, Probability: 0.974143048065098
Sequence623.csv_1: True Class: B, Predicted: A, Probability: 0.9999781471271564
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.9821574081068365
Sequence625.csv_1: True Class: C, Predicted: B, Probability: 0.8753795312851507
Sequence626.csv_1: True Class: B, Predicted: A, Probability: 0.8642125566484192
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.9999607917108624
Sequence628.csv_1: True Class: B, Predicted: A, Probability: 0.9641387942018265
Sequence629.csv_1: True Class: B, Predicted: C, Probability: 0.978503484940818
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999982035
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.9990056800519249
Sequence631.csv_1: True Class: A, Predicted: C, Probability: 0.9946505717922407
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.9987742136618408
Sequence633.csv_1: True Class: C, Predicted: C, Probability: 0.9527602469486762
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9999360973309467
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.9998452620421239
Sequence636.csv_1: True Class: A, Predicted: C, Probability: 0.5552837579052049
Sequence637.csv_1: True Class: B, Predicted: A, Probability: 0.671141645299741
Sequence638.csv_1: True Class: B, Predicted: C, Probability: 0.8637167858595386
Sequence639.csv_1: True Class: C, Predicted: A, Probability: 0.9992096919901162
Sequence64.csv_1: True Class: A, Predicted: C, Probability: 0.9997651453851408
Sequence640.csv_1: True Class: C, Predicted: C, Probability: 0.9999958118544688
Sequence641.csv_1: True Class: B, Predicted: B, Probability: 0.872520508851372
Sequence642.csv_1: True Class: C, Predicted: C, Probability: 0.5061505034083996
Sequence643.csv_1: True Class: B, Predicted: C, Probability: 0.9758344786423668
Sequence644.csv_1: True Class: A, Predicted: C, Probability: 0.9003394975618806
Sequence645.csv_1: True Class: B, Predicted: B, Probability: 0.8708190467924937
Sequence646.csv_1: True Class: B, Predicted: A, Probability: 0.8336174634596993
Sequence647.csv_1: True Class: A, Predicted: A, Probability: 0.9999555166415791
Sequence648.csv_1: True Class: C, Predicted: C, Probability: 0.6377198593870341
Sequence649.csv_1: True Class: A, Predicted: A, Probability: 0.9986071782043341
Sequence65.csv_1: True Class: C, Predicted: A, Probability: 0.9701232129613814
Sequence650.csv_1: True Class: B, Predicted: A, Probability: 0.9303197868002779
Sequence651.csv_1: True Class: A, Predicted: B, Probability: 0.9954316630008792
Sequence652.csv_1: True Class: B, Predicted: C, Probability: 0.9450203159358819
Sequence653.csv_1: True Class: B, Predicted: B, Probability: 0.8211323877786298
Sequence654.csv_1: True Class: C, Predicted: C, Probability: 0.9942949679799269
Sequence655.csv_1: True Class: A, Predicted: A, Probability: 0.9999993396294626
Sequence656.csv_1: True Class: C, Predicted: C, Probability: 0.9999991785308302
Sequence657.csv_1: True Class: B, Predicted: B, Probability: 0.5094877079637067
Sequence658.csv_1: True Class: A, Predicted: C, Probability: 0.9887206757165496
Sequence659.csv_1: True Class: C, Predicted: C, Probability: 0.7247694862161964
Sequence66.csv_1: True Class: B, Predicted: C, Probability: 0.6194806230402364
Sequence660.csv_1: True Class: A, Predicted: A, Probability: 0.9996692670018257
Sequence661.csv_1: True Class: A, Predicted: C, Probability: 0.8936934142046447
Sequence662.csv_1: True Class: B, Predicted: C, Probability: 0.9996335217398106
Sequence663.csv_1: True Class: A, Predicted: B, Probability: 0.819433163291337
Sequence664.csv_1: True Class: B, Predicted: C, Probability: 0.9997561312861237
Sequence665.csv_1: True Class: A, Predicted: C, Probability: 0.9696059693792234
Sequence666.csv_1: True Class: C, Predicted: B, Probability: 0.9878683252179383
Sequence667.csv_1: True Class: B, Predicted: B, Probability: 0.6224481266892011
Sequence668.csv_1: True Class: C, Predicted: C, Probability: 0.9941016809065488
Sequence669.csv_1: True Class: B, Predicted: C, Probability: 0.9148530831982568
Sequence67.csv_1: True Class: B, Predicted: B, Probability: 0.996961868295819
Sequence670.csv_1: True Class: C, Predicted: B, Probability: 0.9499126883987189
Sequence671.csv_1: True Class: B, Predicted: C, Probability: 0.8853504486371161
Sequence672.csv_1: True Class: C, Predicted: B, Probability: 0.9091076879300665
Sequence673.csv_1: True Class: C, Predicted: A, Probability: 0.9995498293860838
Sequence674.csv_1: True Class: A, Predicted: B, Probability: 0.9302645712837745
Sequence675.csv_1: True Class: B, Predicted: C, Probability: 0.9760141282617925
Sequence676.csv_1: True Class: A, Predicted: B, Probability: 0.9999995580286262
Sequence677.csv_1: True Class: A, Predicted: C, Probability: 0.7257270808604592
Sequence678.csv_1: True Class: A, Predicted: C, Probability: 0.8819970532878387
Sequence679.csv_1: True Class: C, Predicted: B, Probability: 0.9999996897933209
Sequence68.csv_1: True Class: A, Predicted: A, Probability: 0.9997355167574574
Sequence680.csv_1: True Class: C, Predicted: B, Probability: 0.9998395904388023
Sequence681.csv_1: True Class: C, Predicted: A, Probability: 0.999582908084828
Sequence682.csv_1: True Class: A, Predicted: A, Probability: 0.9999677328413258
Sequence683.csv_1: True Class: C, Predicted: B, Probability: 0.999999990398573
Sequence684.csv_1: True Class: C, Predicted: B, Probability: 0.7865931034877078
Sequence685.csv_1: True Class: A, Predicted: B, Probability: 0.9861162242581106
Sequence686.csv_1: True Class: C, Predicted: C, Probability: 0.9883425353933475
Sequence687.csv_1: True Class: A, Predicted: A, Probability: 0.9999998300278233
Sequence688.csv_1: True Class: C, Predicted: A, Probability: 0.9997394430909529
Sequence689.csv_1: True Class: C, Predicted: B, Probability: 0.9972727215925038
Sequence69.csv_1: True Class: C, Predicted: B, Probability: 0.9511273459853381
Sequence690.csv_1: True Class: A, Predicted: A, Probability: 0.9996999323821489
Sequence691.csv_1: True Class: A, Predicted: B, Probability: 0.9622560032738895
Sequence692.csv_1: True Class: B, Predicted: A, Probability: 0.7624928467562837
Sequence693.csv_1: True Class: A, Predicted: A, Probability: 0.9941601270593504
Sequence694.csv_1: True Class: A, Predicted: C, Probability: 0.7047974704372327
Sequence695.csv_1: True Class: C, Predicted: B, Probability: 0.9994966640088165
Sequence696.csv_1: True Class: C, Predicted: C, Probability: 0.9999943619964317
Sequence697.csv_1: True Class: B, Predicted: C, Probability: 0.9198491701741756
Sequence698.csv_1: True Class: B, Predicted: B, Probability: 0.9887474692682456
Sequence699.csv_1: True Class: A, Predicted: B, Probability: 0.9978921746420681
Sequence7.csv_1: True Class: C, Predicted: A, Probability: 0.9999999998942897
Sequence70.csv_1: True Class: B, Predicted: C, Probability: 0.8838106720668358
Sequence700.csv_1: True Class: A, Predicted: C, Probability: 0.995673715838584
Sequence701.csv_1: True Class: A, Predicted: C, Probability: 0.9944278427156348
Sequence702.csv_1: True Class: A, Predicted: B, Probability: 0.999968364063675
Sequence703.csv_1: True Class: B, Predicted: B, Probability: 0.9779181533400976
Sequence704.csv_1: True Class: B, Predicted: B, Probability: 0.9822624176068366
Sequence705.csv_1: True Class: B, Predicted: B, Probability: 0.9995315003023546
Sequence706.csv_1: True Class: B, Predicted: A, Probability: 0.842344413588337
Sequence707.csv_1: True Class: C, Predicted: A, Probability: 0.9999989775083256
Sequence708.csv_1: True Class: B, Predicted: C, Probability: 0.604832631992997
Sequence709.csv_1: True Class: B, Predicted: B, Probability: 0.9907814361393051
Sequence71.csv_1: True Class: B, Predicted: C, Probability: 0.6785418158371843
Sequence710.csv_1: True Class: C, Predicted: A, Probability: 0.9993094747744268
Sequence711.csv_1: True Class: C, Predicted: B, Probability: 0.9990468162660934
Sequence712.csv_1: True Class: A, Predicted: A, Probability: 0.9999807080851206
Sequence713.csv_1: True Class: C, Predicted: B, Probability: 0.8398264672367298
Sequence714.csv_1: True Class: A, Predicted: C, Probability: 0.999944614526083
Sequence715.csv_1: True Class: C, Predicted: A, Probability: 0.934090291504791
Sequence716.csv_1: True Class: A, Predicted: C, Probability: 0.9851635096428808
Sequence717.csv_1: True Class: A, Predicted: B, Probability: 0.9999938498668577
Sequence718.csv_1: True Class: B, Predicted: B, Probability: 0.9957959552474417
Sequence719.csv_1: True Class: C, Predicted: C, Probability: 0.9995373860371958
Sequence72.csv_1: True Class: B, Predicted: A, Probability: 0.9999758927674689
Sequence720.csv_1: True Class: B, Predicted: C, Probability: 0.9808205571091508
Sequence721.csv_1: True Class: B, Predicted: C, Probability: 0.9955802189671867
Sequence722.csv_1: True Class: C, Predicted: A, Probability: 0.9999288329316574
Sequence723.csv_1: True Class: A, Predicted: A, Probability: 0.9671974738987854
Sequence724.csv_1: True Class: B, Predicted: B, Probability: 0.8201496223114259
Sequence725.csv_1: True Class: C, Predicted: B, Probability: 0.9492807275671676
Sequence726.csv_1: True Class: B, Predicted: C, Probability: 0.86478428711176
Sequence727.csv_1: True Class: A, Predicted: C, Probability: 0.9473413264391611
Sequence728.csv_1: True Class: B, Predicted: B, Probability: 0.6900780379542535
Sequence729.csv_1: True Class: B, Predicted: A, Probability: 0.6572910168322497
Sequence73.csv_1: True Class: A, Predicted: C, Probability: 0.8628652770555191
Sequence730.csv_1: True Class: A, Predicted: C, Probability: 0.5609040848897189
Sequence731.csv_1: True Class: B, Predicted: B, Probability: 0.999680778702066
Sequence732.csv_1: True Class: C, Predicted: B, Probability: 0.5612590023115402
