Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9850313907612985
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999998181
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence552.csv_1: True Class: A, Predicted: A, Probability: 0.9270123358863191
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999997
Sequence554.csv_1: True Class: A, Predicted: A, Probability: 0.9999999975744204
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 0.9634517760247433
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 0.9998068665503614
Sequence56.csv_1: True Class: A, Predicted: A, Probability: 0.9996777314794135
Sequence560.csv_1: True Class: A, Predicted: A, Probability: 0.9994482059100102
Sequence561.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999870134
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 0.9953188974437609
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.9999995366951782
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999989420682198
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9839641238183662
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999176
Sequence569.csv_1: True Class: A, Predicted: B, Probability: 0.986580082548346
Sequence57.csv_1: True Class: B, Predicted: A, Probability: 1.0
Sequence570.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9923592258821399
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.999999017040565
Sequence574.csv_1: True Class: B, Predicted: A, Probability: 0.9999999999999986
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999978972
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.999935437049255
Sequence577.csv_1: True Class: A, Predicted: B, Probability: 0.9999112647959588
Sequence578.csv_1: True Class: A, Predicted: A, Probability: 0.9862980111713053
Sequence579.csv_1: True Class: A, Predicted: A, Probability: 0.9707568875848861
