Sequence549.csv_1: True Class: A, Predicted: A, Probability: 0.9814715956934588
Sequence55.csv_1: True Class: A, Predicted: A, Probability: 0.9999962814195332
Sequence550.csv_1: True Class: A, Predicted: A, Probability: 0.9979124018724803
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9990410060741299
Sequence552.csv_1: True Class: B, Predicted: B, Probability: 0.9654060762937428
Sequence553.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence554.csv_1: True Class: A, Predicted: B, Probability: 0.999129084113107
Sequence555.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence556.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence557.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999986473
Sequence558.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999955215
Sequence559.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence56.csv_1: True Class: A, Predicted: B, Probability: 0.9992807653886044
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9919194289931965
Sequence561.csv_1: True Class: B, Predicted: B, Probability: 0.999890957449445
Sequence562.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence563.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999907996
Sequence564.csv_1: True Class: A, Predicted: A, Probability: 0.999999999527576
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999681
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999994
Sequence567.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence568.csv_1: True Class: A, Predicted: A, Probability: 0.9967486543661626
Sequence569.csv_1: True Class: A, Predicted: A, Probability: 0.9999789083449382
Sequence57.csv_1: True Class: B, Predicted: B, Probability: 0.9999999999997704
Sequence570.csv_1: True Class: B, Predicted: B, Probability: 0.9999999890965133
Sequence571.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999681678
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.9995058201992435
Sequence573.csv_1: True Class: A, Predicted: A, Probability: 0.9999997607273443
Sequence574.csv_1: True Class: A, Predicted: A, Probability: 0.9999999999999998
Sequence575.csv_1: True Class: A, Predicted: A, Probability: 1.0
Sequence576.csv_1: True Class: A, Predicted: B, Probability: 0.9999998031302126
