Sequence549.csv_1: True Class: B, Predicted: B, Probability: 0.912429136665597
Sequence55.csv_1: True Class: C, Predicted: B, Probability: 0.5962842957535179
Sequence550.csv_1: True Class: B, Predicted: B, Probability: 0.9189928723583602
Sequence551.csv_1: True Class: A, Predicted: A, Probability: 0.9851817181667111
Sequence552.csv_1: True Class: A, Predicted: B, Probability: 0.9431121736666008
Sequence553.csv_1: True Class: C, Predicted: A, Probability: 0.4025216344982294
Sequence554.csv_1: True Class: C, Predicted: A, Probability: 0.9984404306763341
Sequence555.csv_1: True Class: B, Predicted: A, Probability: 0.9660842294173544
Sequence556.csv_1: True Class: A, Predicted: B, Probability: 0.9413756296451897
Sequence557.csv_1: True Class: C, Predicted: C, Probability: 0.5000227778613677
Sequence558.csv_1: True Class: B, Predicted: A, Probability: 0.9996306956064377
Sequence559.csv_1: True Class: A, Predicted: B, Probability: 0.5984575989140487
Sequence56.csv_1: True Class: B, Predicted: B, Probability: 0.7869578659257505
Sequence560.csv_1: True Class: B, Predicted: A, Probability: 0.9988464593394615
Sequence561.csv_1: True Class: B, Predicted: C, Probability: 0.41152695216310015
Sequence562.csv_1: True Class: B, Predicted: C, Probability: 0.6828252291754593
Sequence563.csv_1: True Class: C, Predicted: B, Probability: 0.9509093558454993
Sequence564.csv_1: True Class: B, Predicted: B, Probability: 0.9228528124047929
Sequence565.csv_1: True Class: A, Predicted: A, Probability: 0.9973703289985728
Sequence566.csv_1: True Class: A, Predicted: A, Probability: 0.9996235439632852
Sequence567.csv_1: True Class: B, Predicted: A, Probability: 0.9594639481193529
Sequence568.csv_1: True Class: B, Predicted: A, Probability: 0.9492440219722352
Sequence569.csv_1: True Class: C, Predicted: B, Probability: 0.9199293307285532
Sequence57.csv_1: True Class: C, Predicted: B, Probability: 0.8942498852293796
Sequence570.csv_1: True Class: B, Predicted: A, Probability: 0.9947619168847094
Sequence571.csv_1: True Class: B, Predicted: B, Probability: 0.91303804620597
Sequence572.csv_1: True Class: A, Predicted: A, Probability: 0.6351653355533783
Sequence573.csv_1: True Class: B, Predicted: C, Probability: 0.8364259653182239
Sequence574.csv_1: True Class: C, Predicted: C, Probability: 0.6352633871710973
Sequence575.csv_1: True Class: A, Predicted: B, Probability: 0.9503501881749635
Sequence576.csv_1: True Class: B, Predicted: B, Probability: 0.9742861535316666
Sequence577.csv_1: True Class: B, Predicted: A, Probability: 0.9590014772744612
Sequence578.csv_1: True Class: B, Predicted: A, Probability: 0.998644728708515
Sequence579.csv_1: True Class: B, Predicted: A, Probability: 0.9881319668959903
Sequence58.csv_1: True Class: A, Predicted: A, Probability: 0.9973079849125079
Sequence580.csv_1: True Class: A, Predicted: A, Probability: 0.9999611938441559
Sequence581.csv_1: True Class: B, Predicted: C, Probability: 0.5802875809008772
Sequence582.csv_1: True Class: A, Predicted: A, Probability: 0.9969917887830391
Sequence583.csv_1: True Class: A, Predicted: A, Probability: 0.9971276642637188
Sequence584.csv_1: True Class: B, Predicted: A, Probability: 0.9986747193139244
Sequence585.csv_1: True Class: B, Predicted: A, Probability: 0.9988035966569133
Sequence586.csv_1: True Class: B, Predicted: B, Probability: 0.9326685457142887
Sequence587.csv_1: True Class: A, Predicted: B, Probability: 0.3427675029674548
Sequence588.csv_1: True Class: A, Predicted: A, Probability: 0.9999466452550145
Sequence589.csv_1: True Class: B, Predicted: B, Probability: 0.8829211136063241
Sequence59.csv_1: True Class: B, Predicted: B, Probability: 0.9591426650000817
Sequence590.csv_1: True Class: A, Predicted: A, Probability: 0.9741004371468539
Sequence591.csv_1: True Class: B, Predicted: A, Probability: 0.9933283444259796
Sequence592.csv_1: True Class: A, Predicted: B, Probability: 0.7249816534414479
Sequence593.csv_1: True Class: B, Predicted: B, Probability: 0.9468206906571945
Sequence594.csv_1: True Class: A, Predicted: B, Probability: 0.8712909421974819
Sequence595.csv_1: True Class: C, Predicted: C, Probability: 0.574105059825357
Sequence596.csv_1: True Class: B, Predicted: B, Probability: 0.9470495467476695
Sequence597.csv_1: True Class: C, Predicted: B, Probability: 0.9242271729692416
Sequence598.csv_1: True Class: C, Predicted: A, Probability: 0.9914713290219819
Sequence599.csv_1: True Class: A, Predicted: B, Probability: 0.9345080743806701
Sequence6.csv_1: True Class: C, Predicted: C, Probability: 0.9437157587500393
Sequence60.csv_1: True Class: B, Predicted: A, Probability: 0.9997155065117743
Sequence600.csv_1: True Class: C, Predicted: B, Probability: 0.969821014728747
Sequence601.csv_1: True Class: B, Predicted: B, Probability: 0.9512089854060376
Sequence602.csv_1: True Class: C, Predicted: B, Probability: 0.8591222602690053
Sequence603.csv_1: True Class: B, Predicted: B, Probability: 0.9708096496421428
Sequence604.csv_1: True Class: B, Predicted: A, Probability: 0.4319513635854046
Sequence605.csv_1: True Class: A, Predicted: A, Probability: 0.9930117030878858
Sequence606.csv_1: True Class: A, Predicted: B, Probability: 0.8373033539821584
Sequence607.csv_1: True Class: B, Predicted: B, Probability: 0.9248366269566104
Sequence608.csv_1: True Class: A, Predicted: B, Probability: 0.8696984124367363
Sequence609.csv_1: True Class: C, Predicted: B, Probability: 0.7967614441564022
Sequence61.csv_1: True Class: A, Predicted: A, Probability: 0.9984604258007697
Sequence610.csv_1: True Class: A, Predicted: A, Probability: 0.9996757229665967
Sequence611.csv_1: True Class: A, Predicted: A, Probability: 0.4303205776529208
Sequence612.csv_1: True Class: C, Predicted: B, Probability: 0.9509965479596628
Sequence613.csv_1: True Class: B, Predicted: B, Probability: 0.7284338585319554
Sequence614.csv_1: True Class: C, Predicted: B, Probability: 0.8665797462917346
Sequence615.csv_1: True Class: B, Predicted: A, Probability: 0.9996604598495461
Sequence616.csv_1: True Class: C, Predicted: B, Probability: 0.8800024045868751
Sequence617.csv_1: True Class: B, Predicted: A, Probability: 0.9983293066694683
Sequence618.csv_1: True Class: B, Predicted: B, Probability: 0.9018601721654783
Sequence619.csv_1: True Class: B, Predicted: A, Probability: 0.9841441406341912
Sequence62.csv_1: True Class: C, Predicted: B, Probability: 0.8955319351449548
Sequence620.csv_1: True Class: A, Predicted: A, Probability: 0.9981954427436797
Sequence621.csv_1: True Class: B, Predicted: B, Probability: 0.6066026303182402
Sequence622.csv_1: True Class: B, Predicted: B, Probability: 0.9247436506235648
Sequence623.csv_1: True Class: B, Predicted: B, Probability: 0.8851213693488454
Sequence624.csv_1: True Class: A, Predicted: B, Probability: 0.5036856915541905
Sequence625.csv_1: True Class: C, Predicted: B, Probability: 0.964880052053578
Sequence626.csv_1: True Class: B, Predicted: C, Probability: 0.6260751795027822
Sequence627.csv_1: True Class: B, Predicted: A, Probability: 0.9927826215198875
Sequence628.csv_1: True Class: B, Predicted: A, Probability: 0.9997641433296832
Sequence629.csv_1: True Class: B, Predicted: B, Probability: 0.5289595010527094
Sequence63.csv_1: True Class: A, Predicted: A, Probability: 0.9999976403954077
Sequence630.csv_1: True Class: C, Predicted: A, Probability: 0.9971063064481881
Sequence631.csv_1: True Class: A, Predicted: A, Probability: 0.7824914383371143
Sequence632.csv_1: True Class: B, Predicted: A, Probability: 0.57092408447005
Sequence633.csv_1: True Class: C, Predicted: B, Probability: 0.7914378783592064
Sequence634.csv_1: True Class: B, Predicted: B, Probability: 0.9414414941461701
Sequence635.csv_1: True Class: A, Predicted: B, Probability: 0.5101230906024954
Sequence636.csv_1: True Class: A, Predicted: A, Probability: 0.8176874396421697
Sequence637.csv_1: True Class: B, Predicted: B, Probability: 0.9600482859857893
Sequence638.csv_1: True Class: B, Predicted: B, Probability: 0.9403570385747269
Sequence639.csv_1: True Class: C, Predicted: C, Probability: 0.39936929188477
Sequence64.csv_1: True Class: A, Predicted: B, Probability: 0.7501816868552086
